,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8463,0.4932,0.0,0.0,,-0.0075,0.9823
0_1,0.8772,0.4966,0.0,0.0,,-0.0053,0.9891
0_2,0.9181,0.4966,0.0,0.0,,-0.0053,0.9891
0_3,0.5011,0.4925,0.0,0.0,,-0.0079,0.981
0_4,0.6962,0.6626,0.3333,0.1429,0.2,0.2134,0.9891
0_5,0.6465,0.6202,0.25,0.125,0.1667,0.1705,0.9864
0_6,0.9549,0.7391,0.5,0.1111,0.1818,0.2276,0.9755
0_7,0.8597,0.8313,0.6667,0.4,0.5,0.5139,0.9946
0_8,0.7477,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_9,0.4604,0.6605,0.3333,0.1,0.1538,0.1767,0.985
0_Mean,0.7508,0.6158,0.2417,0.1212,0.2559,0.1607,0.9867
0_SD,0.1723,0.1188,0.2372,0.1424,0.1361,0.1742,0.006
Mean,0.7508,0.6158,0.2417,0.1212,0.2559,0.1607,0.9867
SD,0.1723,0.1188,0.2372,0.1424,0.1361,0.1742,0.006
