,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7735,0.7816,0.6452,0.2381,0.3478,0.3544,0.9076
0_1,0.6481,0.621,0.3226,0.137,0.1923,0.1621,0.8966
0_2,0.7529,0.7222,0.5161,0.2222,0.3107,0.2996,0.9126
0_3,0.8325,0.7744,0.6129,0.2754,0.38,0.3772,0.9236
0_4,0.7343,0.7506,0.5806,0.225,0.3243,0.3223,0.9076
0_5,0.7536,0.7254,0.5161,0.2388,0.3265,0.314,0.9187
0_6,0.7942,0.7474,0.5806,0.2118,0.3103,0.3097,0.9015
0_7,0.592,0.6609,0.3871,0.1905,0.2553,0.2305,0.9138
0_8,0.7094,0.7197,0.5161,0.2105,0.2991,0.289,0.9076
0_9,0.7498,0.6808,0.4333,0.1884,0.2626,0.2446,0.91
0_Mean,0.734,0.7184,0.5111,0.2138,0.3009,0.2903,0.91
0_SD,0.0699,0.0509,0.1028,0.037,0.0529,0.0631,0.0078
Mean,0.734,0.7184,0.5111,0.2138,0.3009,0.2903,0.91
SD,0.0699,0.0509,0.1028,0.037,0.0529,0.0631,0.0078
