,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5286,0.4343,0.5253,0.8049,0.0536,,0.1005,0.0258,0.274,33,190,583,8
0_1,0.5083,0.4182,0.5143,0.775,0.051,,0.0957,0.0142,0.2792,31,196,577,9
0_2,0.5009,0.4177,0.5026,0.775,0.0495,,0.0931,0.0027,0.2571,31,178,595,9
0_3,0.5873,0.471,0.5895,0.875,0.0611,,0.1142,0.0849,0.3321,35,235,538,5
0_4,0.4594,0.3796,0.4625,0.7,0.0447,,0.084,-0.0386,0.2485,28,174,599,12
0_5,0.5172,0.4187,0.5214,0.775,0.0519,,0.0973,0.021,0.2927,31,207,566,9
0_6,0.5041,0.4179,0.5039,0.775,0.0497,,0.0934,0.004,0.2595,31,180,593,9
0_7,0.5288,0.4314,0.532,0.8,0.0532,,0.0998,0.0315,0.2903,32,204,569,8
0_8,0.533,0.4348,0.5372,0.8049,0.0553,,0.1034,0.0368,0.2964,33,208,564,8
0_9,0.5458,0.4586,0.5473,0.8537,0.0564,,0.1057,0.0487,0.2718,35,186,586,6
0_Mean,0.5213,0.4282,0.5236,0.7938,0.0526,,0.0987,0.0231,0.2802,32.0,195.8,577.0,8.3
0_SD,0.0332,0.025,0.033,0.0479,0.0045,,0.0082,0.0323,0.0243,2.1081851067789197,18.407727845783807,18.427033281447002,1.888562063228706
Mean,0.5213,0.4282,0.5236,0.7938,0.0526,,0.0987,0.0231,0.2802,32.0,195.8,577.0,8.3
SD,0.0332,0.025,0.033,0.0479,0.0045,,0.0082,0.0323,0.0242,2.1082,18.4077,18.427,1.8886
