,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5979,0.4623,0.5992,0.871,0.0488,,0.0925,0.0814,0.3481,27,256,526,4
0_1,0.5706,0.4452,0.5702,0.8387,0.0455,,0.0862,0.0589,0.3223,26,236,546,5
0_2,0.574,0.4454,0.5747,0.8387,0.046,,0.0872,0.0622,0.3309,26,243,539,5
0_3,0.498,0.3638,0.4992,0.6774,0.038,,0.072,-0.0007,0.3346,21,251,531,10
0_4,0.5845,0.4461,0.5837,0.8387,0.0472,,0.0893,0.0686,0.3481,26,257,525,5
0_5,0.5407,0.4082,0.5413,0.7667,0.0412,,0.0782,0.0336,0.3325,23,247,535,7
0_6,0.5725,0.4453,0.5724,0.8387,0.0458,,0.0868,0.0605,0.3264,26,239,542,5
0_7,0.5195,0.3651,0.5199,0.6774,0.0405,,0.0764,0.0159,0.3744,21,283,498,10
0_8,0.5513,0.4287,0.5518,0.8065,0.0436,,0.0826,0.0436,0.3165,25,232,549,6
0_9,0.5482,0.4131,0.5452,0.7742,0.043,,0.0815,0.0374,0.3337,24,247,534,7
0_Mean,0.5557,0.4223,0.5558,0.7928,0.044,,0.0833,0.0461,0.3367,24.5,249.1,532.5,6.4
0_SD,0.0305,0.0346,0.0304,0.0686,0.0033,,0.0063,0.0252,0.0166,2.173067468400883,14.433371824429047,14.477952586989332,2.1186998109427604
Mean,0.5557,0.4223,0.5558,0.7928,0.044,,0.0833,0.0461,0.3368,24.5,249.1,532.5,6.4
SD,0.0305,0.0346,0.0304,0.0686,0.0033,,0.0063,0.0252,0.0166,2.1731,14.4334,14.478,2.1187
