,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.3578,0.1316,0.3578,0.25,0.0051,,0.01,-0.0591,0.4633,2,339,389,6
0_1,0.3462,0.1315,0.3462,0.25,0.0049,,0.0096,-0.0642,0.4402,2,322,406,6
0_2,0.524,0.3204,0.524,0.625,0.0118,,0.0231,0.0101,0.4253,5,308,420,3
0_3,0.4588,0.2574,0.4588,0.5,0.0093,,0.0183,-0.0173,0.4185,4,304,424,4
0_4,0.3751,0.1743,0.3751,0.3333,0.007,,0.0138,-0.0556,0.4158,3,303,424,6
0_5,0.3436,0.1184,0.3436,0.2222,0.0051,,0.01,-0.0689,0.462,2,338,389,7
0_6,0.3443,0.1184,0.3443,0.2222,0.0051,,0.01,-0.0686,0.4633,2,339,388,7
0_7,0.352,0.1316,0.352,0.25,0.005,,0.0098,-0.0617,0.4517,2,330,397,6
0_8,0.4687,0.2576,0.4687,0.5,0.0097,,0.019,-0.0131,0.4381,4,318,409,4
0_9,0.5951,0.3836,0.5951,0.75,0.0145,,0.0285,0.0398,0.4435,6,320,407,2
0_Mean,0.4165,0.2025,0.4165,0.3903,0.0078,,0.0152,-0.0359,0.4422,3.2,322.1,405.3,5.1
0_SD,0.0899,0.0959,0.0899,0.1907,0.0034,,0.0067,0.0384,0.0181,1.4757295747452437,14.137813755237326,14.267679091802798,1.728840330651992
Mean,0.4166,0.2025,0.4166,0.3903,0.0078,,0.0152,-0.0359,0.4422,3.2,322.1,405.3,5.1
SD,0.0899,0.0959,0.0899,0.1907,0.0034,,0.0067,0.0384,0.0181,1.4757,14.1378,14.2677,1.7288
