,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.3507,0.2409,0.3511,0.4615,0.0108,,0.0211,-0.0911,0.2446,6,174,549,7
0_1,0.456,0.3567,0.454,0.6923,0.0156,,0.0306,-0.0294,0.2242,9,156,567,4
0_2,0.3483,0.2409,0.3483,0.4615,0.0107,,0.021,-0.0935,0.2391,6,170,553,7
0_3,0.3926,0.2416,0.3926,0.4615,0.0121,,0.0236,-0.0603,0.3261,6,234,489,7
0_4,0.3793,0.2596,0.3793,0.5,0.0111,,0.0217,-0.0695,0.2626,6,187,536,6
0_5,0.4991,0.3852,0.4988,0.75,0.0163,,0.0319,-0.0007,0.2558,9,179,544,3
0_6,0.5209,0.396,0.5266,0.7692,0.019,,0.037,0.0156,0.2925,10,205,517,3
0_7,0.3797,0.2414,0.3797,0.4615,0.0117,,0.0228,-0.0691,0.3007,6,215,507,7
0_8,0.5113,0.3958,0.5113,0.7692,0.0182,,0.0356,0.0069,0.2626,10,183,539,3
0_9,0.4604,0.3568,0.4604,0.6923,0.0159,,0.0311,-0.0248,0.2367,9,165,557,4
0_Mean,0.4298,0.3115,0.4302,0.6019,0.0141,,0.0276,-0.0416,0.2645,7.7,186.8,535.8,5.1
0_SD,0.0673,0.0717,0.068,0.1428,0.0032,,0.0063,0.0405,0.0323,1.8287822299126937,24.26611720989669,24.3666438668384,1.8529256146249728
Mean,0.4298,0.3115,0.4302,0.6019,0.0141,,0.0276,-0.0416,0.2645,7.7,186.8,535.8,5.1
SD,0.0673,0.0717,0.068,0.1428,0.0032,,0.0063,0.0405,0.0323,1.8288,24.2661,24.3666,1.8529
