,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4892,0.3056,0.4895,0.5789,0.0225,,0.0434,-0.0065,0.4042,11,318,477,8
0_1,0.4886,0.3056,0.4888,0.5789,0.0225,,0.0433,-0.0069,0.4029,11,317,478,8
0_2,0.6072,0.4384,0.6072,0.8421,0.0311,,0.0599,0.0672,0.3833,16,296,499,3
0_3,0.4738,0.2928,0.4746,0.5556,0.0203,,0.0392,-0.0153,0.3973,10,313,482,8
0_4,0.5135,0.3214,0.5137,0.6111,0.0232,,0.0446,0.0082,0.4207,11,331,464,7
0_5,0.4974,0.3208,0.4974,0.6111,0.022,,0.0424,-0.0016,0.3887,11,305,490,7
0_6,0.5174,0.3487,0.517,0.6667,0.0233,,0.045,0.0104,0.3739,12,292,503,6
0_7,0.4607,0.2651,0.4607,0.5,0.0192,,0.037,-0.0234,0.4231,9,335,460,9
0_8,0.5325,0.3493,0.5327,0.6667,0.0245,,0.0472,0.0197,0.4047,12,317,478,6
0_9,0.4807,0.3054,0.4815,0.5789,0.022,,0.0424,-0.0115,0.3887,11,305,489,8
0_Mean,0.5061,0.3253,0.5063,0.619,0.0231,,0.0444,0.004,0.3987,11.4,312.9,482.0,7.0
0_SD,0.0415,0.0469,0.0414,0.0928,0.0032,,0.0062,0.0256,0.0157,1.837873166945363,13.83594352884303,13.77598554651455,1.699673171197595
Mean,0.5061,0.3253,0.5063,0.619,0.0231,,0.0444,0.004,0.3988,11.4,312.9,482.0,7.0
SD,0.0415,0.0469,0.0414,0.0928,0.0032,,0.0062,0.0257,0.0157,1.8379,13.8359,13.776,1.6997
