,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6758,0.3865,0.6758,0.75,0.0203,,0.0395,0.0744,0.6033,6,438,290,2
0_1,0.5433,0.2593,0.5433,0.5,0.0131,,0.0256,0.0182,0.5856,4,427,301,4
0_2,0.5027,0.1964,0.5027,0.375,0.011,,0.0214,0.0012,0.6277,3,459,269,5
0_3,0.5618,0.2599,0.5618,0.5,0.0144,,0.028,0.0264,0.6223,4,454,274,4
0_4,0.6312,0.3238,0.6312,0.625,0.0186,,0.0361,0.0565,0.6372,5,464,264,3
0_5,0.5632,0.26,0.5632,0.5,0.0145,,0.0282,0.0271,0.625,4,456,272,4
0_6,0.5317,0.2327,0.5317,0.4444,0.0142,,0.0276,0.0143,0.6168,4,450,277,5
0_7,0.4901,0.1961,0.4901,0.375,0.0103,,0.0201,-0.0042,0.6027,3,440,287,5
0_8,0.6289,0.3237,0.6289,0.625,0.0184,,0.0357,0.0554,0.6327,5,460,267,3
0_9,0.5622,0.2599,0.5622,0.5,0.0144,,0.0281,0.0267,0.6231,4,454,273,4
0_Mean,0.5691,0.2698,0.5691,0.5194,0.0149,,0.029,0.0296,0.6176,4.2,450.2,277.4,3.9
0_SD,0.0593,0.0597,0.0593,0.1175,0.0032,,0.0063,0.0252,0.0159,0.9189365834726815,11.631375193367672,11.673331429659088,0.9944289260117533
Mean,0.5691,0.2698,0.5691,0.5194,0.0149,,0.029,0.0296,0.6176,4.2,450.2,277.4,3.9
SD,0.0593,0.0597,0.0593,0.1175,0.0033,,0.0063,0.0252,0.0159,0.9189,11.6314,11.6733,0.9944
