,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7706,0.3447,0.7706,0.6667,0.0213,,0.0412,0.1033,0.8736,2,641,92,1
0_1,0.6025,0.1733,0.6025,0.3333,0.0105,,0.0204,0.039,0.8696,1,639,94,2
0_2,0.4304,0.002,0.4304,0.0,0.0,,,-0.0257,0.8573,0,631,102,3
0_3,0.6121,0.1742,0.6121,0.3333,0.0123,,0.0238,0.0456,0.8886,1,653,80,2
0_4,0.4632,0.002,0.4632,0.0,0.0,,,-0.018,0.9226,0,679,54,3
0_5,0.5642,0.1326,0.5642,0.25,0.0111,,0.0213,0.0288,0.875,1,643,89,3
0_6,0.6305,0.1773,0.6305,0.3333,0.0185,,0.0351,0.0638,0.9252,1,679,53,2
0_7,0.6148,0.1745,0.6148,0.3333,0.013,,0.025,0.0478,0.8939,1,656,76,2
0_8,0.4378,0.002,0.4378,0.0,0.0,,,-0.0241,0.8721,0,641,91,3
0_9,0.7712,0.3448,0.7712,0.6667,0.0215,,0.0417,0.104,0.8748,2,641,91,1
0_Mean,0.5897,0.1527,0.5897,0.2917,0.0108,,0.0298,0.0365,0.8853,0.9,650.3,82.2,2.2
0_SD,0.1219,0.1266,0.1219,0.2461,0.0084,,0.0093,0.0478,0.0226,0.7378647873726218,16.666999996666735,16.731872446189506,0.7888106377466155
Mean,0.5897,0.1527,0.5897,0.2917,0.0108,,0.0298,0.0364,0.8853,0.9,650.3,82.2,2.2
SD,0.1219,0.1266,0.1219,0.2461,0.0084,,0.0093,0.0478,0.0227,0.7379,16.667,16.7319,0.7888
