,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7755,0.7355,0.7059,0.0603,0.1111,0.1567,0.7638
0_1,0.5794,0.5258,0.25,0.0247,0.0449,0.0179,0.7906
0_2,0.653,0.6482,0.5,0.0471,0.086,0.1013,0.7906
0_3,0.6263,0.6252,0.4375,0.0449,0.0814,0.0883,0.8054
0_4,0.6133,0.6008,0.375,0.0417,0.075,0.0734,0.8177
0_5,0.5594,0.5595,0.3125,0.0314,0.0571,0.0417,0.7968
0_6,0.6673,0.6309,0.4706,0.046,0.0838,0.0913,0.7845
0_7,0.5321,0.522,0.2353,0.0256,0.0462,0.016,0.7968
0_8,0.6924,0.6897,0.5882,0.0568,0.1036,0.1318,0.7869
0_9,0.7111,0.7023,0.5882,0.0641,0.1156,0.147,0.8116
0_Mean,0.641,0.624,0.4463,0.0443,0.0805,0.0866,0.7945
0_SD,0.0744,0.0732,0.1554,0.0138,0.0253,0.0503,0.0152
Mean,0.641,0.624,0.4463,0.0443,0.0805,0.0865,0.7945
SD,0.0744,0.0732,0.1554,0.0138,0.0253,0.0503,0.0152
