,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8094,0.8046,0.6667,0.0455,0.0851,0.1637,0.9413
0_1,0.7929,0.7963,0.6667,0.0357,0.0678,0.1425,0.925
0_2,0.4514,0.4664,0.0,0.0,,-0.0172,0.9291
0_3,0.616,0.6338,0.3333,0.0204,0.0385,0.0684,0.9318
0_4,0.9621,0.9562,1.0,0.0448,0.0857,0.2021,0.9127
0_5,0.6043,0.4678,0.0,0.0,,-0.0168,0.9318
0_6,0.8096,0.7998,0.6667,0.0392,0.0741,0.1504,0.9318
0_7,0.8084,0.8032,0.6667,0.0435,0.0816,0.1596,0.9386
0_8,0.6299,0.6338,0.3333,0.0204,0.0385,0.0684,0.9318
0_9,0.9678,0.8483,0.75,0.0714,0.1304,0.2208,0.9454
0_Mean,0.7452,0.721,0.5083,0.0321,0.0752,0.1142,0.9319
0_SD,0.1658,0.1637,0.3297,0.0221,0.0294,0.0845,0.0091
Mean,0.7452,0.721,0.5083,0.0321,0.0752,0.1142,0.9319
SD,0.1658,0.1637,0.3297,0.0221,0.0294,0.0845,0.0091
