,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7269,0.7085,0.7143,0.1346,0.2265,0.2132,0.7035
0_1,0.7499,0.7251,0.75,0.1369,0.2315,0.2273,0.7031
0_2,0.6674,0.6391,0.5833,0.1081,0.1824,0.141,0.6882
0_3,0.6319,0.5973,0.5208,0.0919,0.1562,0.0974,0.6646
0_4,0.6833,0.6396,0.6042,0.1055,0.1796,0.1394,0.6708
0_5,0.6899,0.6619,0.625,0.1163,0.1961,0.1643,0.6944
0_6,0.6415,0.6075,0.551,0.0961,0.1636,0.1079,0.6571
0_7,0.7404,0.6971,0.7143,0.1264,0.2147,0.1984,0.682
0_8,0.6551,0.6227,0.551,0.1047,0.1759,0.1258,0.6857
0_9,0.7129,0.6596,0.6327,0.1157,0.1956,0.1619,0.6832
0_Mean,0.6899,0.6558,0.6247,0.1136,0.1922,0.1576,0.6833
0_SD,0.0415,0.0431,0.0786,0.0153,0.0256,0.044,0.0154
Mean,0.6899,0.6558,0.6247,0.1136,0.1922,0.1577,0.6833
SD,0.0415,0.0431,0.0786,0.0153,0.0256,0.044,0.0154
