,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6638,0.618,0.6857,0.1399,0.2324,0.1395,0.5634
0_1,0.6296,0.5864,0.6286,0.1283,0.2131,0.1022,0.5523
0_2,0.6374,0.6308,0.7143,0.1441,0.2398,0.1545,0.5634
0_3,0.691,0.6733,0.7857,0.1603,0.2663,0.205,0.5826
0_4,0.6487,0.6236,0.7,0.1416,0.2356,0.1461,0.562
0_5,0.6151,0.6119,0.6522,0.138,0.2278,0.132,0.5793
0_6,0.6541,0.6424,0.7391,0.1461,0.244,0.1673,0.5641
0_7,0.6367,0.6202,0.7,0.14,0.2333,0.1421,0.5559
0_8,0.6269,0.6055,0.6857,0.1337,0.2238,0.1246,0.5407
0_9,0.6545,0.62,0.7286,0.1375,0.2313,0.1418,0.5324
0_Mean,0.6458,0.6232,0.702,0.141,0.2348,0.1455,0.5596
0_SD,0.0217,0.0231,0.0443,0.0085,0.014,0.0272,0.0154
Mean,0.6458,0.6232,0.702,0.141,0.2347,0.1455,0.5596
SD,0.0217,0.023,0.0443,0.0085,0.014,0.0272,0.0154
