,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.708,0.6972,0.65,0.1171,0.1985,0.1917,0.7398
0_1,0.6687,0.6001,0.5,0.08,0.1379,0.0939,0.6902
0_2,0.7432,0.7072,0.7,0.1134,0.1951,0.1952,0.7138
0_3,0.677,0.6651,0.6,0.1039,0.1771,0.1585,0.7237
0_4,0.6726,0.6519,0.575,0.0996,0.1697,0.1459,0.7212
0_5,0.7519,0.735,0.775,0.117,0.2033,0.2172,0.6989
0_6,0.7297,0.6944,0.7073,0.1062,0.1847,0.1805,0.6828
0_7,0.6638,0.6375,0.561,0.095,0.1625,0.1318,0.7063
0_8,0.7526,0.7203,0.7317,0.1186,0.2041,0.2086,0.71
0_9,0.7076,0.6794,0.65,0.1044,0.1799,0.1687,0.706
0_Mean,0.7075,0.6788,0.645,0.1055,0.1813,0.1692,0.7093
0_SD,0.0355,0.0409,0.0859,0.012,0.0208,0.0378,0.0166
Mean,0.7075,0.6788,0.645,0.1055,0.1813,0.1692,0.7093
SD,0.0355,0.0409,0.0859,0.012,0.0208,0.0378,0.0167
