,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7605,0.7322,0.7097,0.1033,0.1803,0.2024,0.7531
0_1,0.7315,0.7005,0.6129,0.1033,0.1767,0.1837,0.7815
0_2,0.7213,0.7237,0.6452,0.1149,0.1951,0.209,0.7963
0_3,0.7336,0.7089,0.6129,0.1111,0.1881,0.1964,0.7975
0_4,0.7896,0.762,0.7333,0.1189,0.2047,0.2358,0.7886
0_5,0.7744,0.716,0.6774,0.0991,0.1728,0.1885,0.7515
0_6,0.667,0.6546,0.5161,0.0904,0.1538,0.1436,0.7824
0_7,0.7254,0.7165,0.6129,0.1195,0.2,0.2091,0.8121
0_8,0.7346,0.6933,0.5806,0.1065,0.18,0.1825,0.7973
0_9,0.8516,0.7462,0.7097,0.1152,0.1982,0.2226,0.78
0_Mean,0.7489,0.7154,0.6411,0.1082,0.185,0.1974,0.784
0_SD,0.0492,0.0297,0.0674,0.0094,0.0154,0.0254,0.0193
Mean,0.749,0.7154,0.6411,0.1082,0.185,0.1974,0.784
SD,0.0492,0.0297,0.0674,0.0094,0.0154,0.0254,0.0193
