,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6212,0.6329,0.375,0.0366,0.0667,0.0876,0.8852
0_1,0.4795,0.4461,0.0,0.0,,-0.0363,0.8825
0_2,0.7006,0.6989,0.5,0.0513,0.093,0.134,0.8934
0_3,0.7412,0.6954,0.5,0.0482,0.0879,0.1282,0.8866
0_4,0.6749,0.6343,0.375,0.0375,0.0682,0.0895,0.888
0_5,0.7508,0.7455,0.625,0.049,0.0909,0.1474,0.8634
0_6,0.6201,0.6295,0.375,0.0345,0.0632,0.0832,0.8784
0_7,0.7822,0.7704,0.6667,0.0619,0.1132,0.1758,0.8716
0_8,0.6603,0.6189,0.3333,0.0417,0.0741,0.088,0.8975
0_9,0.5948,0.61,0.3333,0.0353,0.0638,0.0756,0.8798
0_Mean,0.6626,0.6482,0.4083,0.0396,0.0801,0.0973,0.8827
0_SD,0.0891,0.0901,0.1861,0.0164,0.0171,0.0575,0.01
Mean,0.6626,0.6482,0.4083,0.0396,0.0801,0.0973,0.8826
SD,0.0891,0.0901,0.1861,0.0164,0.0171,0.0575,0.01
