,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7154,0.7233,0.5,0.0488,0.0889,0.1432,0.9441
0_1,0.4774,0.4863,0.0,0.0,,-0.0107,0.9686
0_2,0.7909,0.6413,0.3333,0.0263,0.0488,0.0814,0.9468
0_3,0.7936,0.4863,0.0,0.0,,-0.0107,0.9686
0_4,0.805,0.8005,0.6667,0.04,0.0755,0.1522,0.9332
0_5,0.6311,0.4767,0.0,0.0,,-0.0141,0.9495
0_6,0.6265,0.4747,0.0,0.0,,-0.0148,0.9454
0_7,0.8023,0.8059,0.6667,0.0476,0.0889,0.1681,0.9441
0_8,0.8171,0.81,0.6667,0.0556,0.1026,0.1832,0.9523
0_9,0.5988,0.6037,0.25,0.0312,0.0556,0.0748,0.9536
0_Mean,0.7058,0.6309,0.3083,0.025,0.0767,0.0752,0.9506
0_SD,0.1165,0.1456,0.2993,0.023,0.0209,0.0828,0.011
Mean,0.7058,0.6309,0.3083,0.025,0.0767,0.0753,0.9506
SD,0.1165,0.1456,0.2993,0.023,0.0209,0.0828,0.011
