,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6627,0.664,0.4,0.0333,0.0615,0.0981,0.9248
0_1,0.8648,0.8628,0.8,0.0625,0.1159,0.2107,0.9248
0_2,0.8588,0.7584,0.6,0.0429,0.08,0.1441,0.9149
0_3,0.6623,0.6628,0.4,0.0323,0.0597,0.0959,0.9223
0_4,0.8793,0.8715,0.8,0.08,0.1455,0.2418,0.942
0_5,0.662,0.6702,0.4,0.04,0.0727,0.1108,0.9371
0_6,0.7377,0.6591,0.4,0.0294,0.0548,0.0898,0.9149
0_7,0.5775,0.5903,0.25,0.0175,0.0328,0.0495,0.9272
0_8,0.6537,0.5665,0.2,0.0182,0.0333,0.0414,0.9284
0_9,0.757,0.7584,0.6,0.0429,0.08,0.1441,0.9148
0_Mean,0.7316,0.7064,0.485,0.0399,0.0736,0.1226,0.9251
0_SD,0.1057,0.104,0.2082,0.0192,0.035,0.0644,0.0092
Mean,0.7316,0.7064,0.485,0.0399,0.0736,0.1226,0.9251
SD,0.1057,0.104,0.2082,0.0192,0.035,0.0644,0.0092
