,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.588,0.4553,0.5607,0.8824,0.0242,,0.0471,0.0409,0.2525,15,190,605,2
0_1,0.5456,0.4541,0.5412,0.8824,0.023,,0.0449,0.0296,0.2143,15,159,636,2
0_2,0.5745,0.4811,0.5643,0.9375,0.0228,,0.0445,0.0457,0.2059,15,152,643,1
0_3,0.599,0.4557,0.6209,1.0,0.0275,,0.0535,0.0815,0.2577,17,192,602,0
0_4,0.5969,0.4557,0.6072,0.9412,0.027,,0.0525,0.0693,0.2873,16,217,577,1
0_5,0.613,0.4848,0.6165,1.0,0.0272,,0.0529,0.0795,0.2491,17,185,609,0
0_6,0.6096,0.4275,0.6179,0.9412,0.0278,,0.054,0.0745,0.3083,16,234,560,1
0_7,0.5417,0.3965,0.5709,0.8824,0.0249,,0.0484,0.0465,0.2725,15,206,588,2
0_8,0.5807,0.4838,0.5669,0.9412,0.0244,,0.0475,0.0489,0.2084,16,153,641,1
0_9,0.5939,0.4842,0.5776,0.9412,0.025,,0.0487,0.0545,0.2293,16,170,624,1
0_Mean,0.5843,0.4579,0.5844,0.9349,0.0254,,0.0494,0.0571,0.2485,15.8,185.8,608.5,1.1
0_SD,0.0244,0.0286,0.0286,0.0434,0.0019,,0.0035,0.0179,0.0345,0.7888106377466155,27.78408817210951,28.01289385661935,0.7378647873726218
Mean,0.5843,0.4579,0.5844,0.935,0.0254,,0.0494,0.0571,0.2485,15.8,185.8,608.5,1.1
SD,0.0244,0.0286,0.0286,0.0433,0.0019,,0.0036,0.0179,0.0345,0.7888,27.7841,28.0129,0.7379
