,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5137,0.4533,0.4822,0.8824,0.0202,,0.0395,-0.0185,0.0989,15,65,727,2
0_1,0.4462,0.4229,0.4446,0.8235,0.0186,,0.0363,-0.0631,0.0816,14,52,740,3
0_2,0.4842,0.3949,0.4373,0.7647,0.0181,,0.0354,-0.0569,0.1236,13,87,705,4
0_3,0.3916,0.3063,0.4828,0.8824,0.0202,,0.0396,-0.0177,0.1001,15,66,726,2
0_4,0.5277,0.4536,0.5167,0.9412,0.0218,,0.0426,0.0166,0.11,16,73,719,1
0_5,0.537,0.4538,0.511,0.9412,0.0215,,0.042,0.0116,0.0989,16,64,728,1
0_6,0.4903,0.3663,0.4948,0.8824,0.0208,,0.0406,-0.0048,0.1236,15,85,707,2
0_7,0.4928,0.424,0.5047,0.9412,0.0212,,0.0415,0.0053,0.0865,16,54,738,1
0_8,0.4443,0.3652,0.4784,0.8824,0.0201,,0.0392,-0.0234,0.0915,15,59,733,2
0_9,0.4312,0.3071,0.4755,0.8235,0.0199,,0.0388,-0.021,0.1422,14,101,691,3
0_Mean,0.4759,0.3947,0.4828,0.8765,0.0202,,0.0395,-0.0172,0.1057,14.9,70.6,721.4,2.1
0_SD,0.0464,0.057,0.0262,0.0585,0.0012,,0.0023,0.0266,0.019,0.9944289260117531,15.840875396686048,15.840875396686046,0.9944289260117533
Mean,0.4759,0.3947,0.4828,0.8765,0.0202,,0.0396,-0.0172,0.1057,14.9,70.6,721.4,2.1
SD,0.0464,0.057,0.0262,0.0585,0.0012,,0.0023,0.0266,0.0191,0.9944,15.8409,15.8409,0.9944
