,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6294,0.4568,0.6226,1.0,0.0276,,0.0536,0.0822,0.2611,17,195,600,0
0_1,0.4703,0.3369,0.5081,0.7647,0.0214,,0.0416,0.0054,0.2623,13,200,595,4
0_2,0.5222,0.3959,0.53,0.8235,0.0225,,0.0439,0.0203,0.2488,14,188,607,3
0_3,0.591,0.3694,0.6371,1.0,0.0286,,0.0556,0.0886,0.2894,17,218,577,0
0_4,0.4932,0.3565,0.5264,0.8125,0.0211,,0.0411,0.0172,0.2515,13,191,604,3
0_5,0.5288,0.3882,0.5027,0.75,0.0199,,0.0387,0.0017,0.2651,12,203,592,4
0_6,0.5824,0.3897,0.5939,0.9375,0.0245,,0.0478,0.0606,0.2639,15,199,596,1
0_7,0.625,0.4218,0.634,1.0,0.0268,,0.0521,0.0847,0.2824,16,213,582,0
0_8,0.4759,0.3562,0.5033,0.75,0.0199,,0.0388,0.0021,0.2663,12,204,591,4
0_9,0.524,0.3672,0.5539,0.8824,0.0238,,0.0464,0.0371,0.2392,15,179,615,2
0_Mean,0.5442,0.3839,0.5612,0.8721,0.0236,,0.046,0.04,0.263,14.4,199.0,595.9,2.1
0_SD,0.059,0.0352,0.0555,0.1058,0.0032,,0.0062,0.0359,0.0149,1.8973665961010275,11.547005383792516,11.357327541674973,1.728840330651992
Mean,0.5442,0.3839,0.5612,0.8721,0.0236,,0.046,0.04,0.263,14.4,199.0,595.9,2.1
SD,0.059,0.0352,0.0555,0.1058,0.0032,,0.0062,0.0359,0.0149,1.8974,11.547,11.3573,1.7288
