,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4731,0.3196,0.438,0.625,0.0091,,0.018,-0.0297,0.2551,5,182,543,3
0_1,0.4715,0.3196,0.4553,0.625,0.0096,,0.0188,-0.0206,0.2892,5,207,518,3
0_2,0.6328,0.4458,0.6448,1.0,0.0153,,0.0301,0.0666,0.2974,8,210,515,0
0_3,0.6379,0.5075,0.6193,1.0,0.0143,,0.0282,0.0584,0.2469,8,173,552,0
0_4,0.4201,0.2569,0.4622,0.625,0.0097,,0.0192,-0.0172,0.3029,5,217,508,3
0_5,0.577,0.4448,0.5678,0.875,0.0129,,0.0254,0.0322,0.2674,7,189,536,1
0_6,0.5533,0.3827,0.5837,0.875,0.0135,,0.0265,0.0383,0.2988,7,212,513,1
0_7,0.6082,0.4453,0.5761,0.875,0.0132,,0.026,0.0354,0.2838,7,201,524,1
0_8,0.6172,0.4455,0.6428,1.0,0.0152,,0.03,0.0659,0.2933,8,207,518,0
0_9,0.5198,0.3967,0.5118,0.7778,0.0127,,0.0249,0.006,0.2524,7,178,546,2
0_Mean,0.5511,0.3964,0.5502,0.8278,0.0125,,0.0247,0.0235,0.2787,6.7,197.6,527.3,1.4
0_SD,0.0768,0.077,0.0783,0.1569,0.0023,,0.0045,0.0366,0.0213,1.2516655570345725,15.749426797329624,15.613740387520503,1.2649110640673518
Mean,0.5511,0.3964,0.5502,0.8278,0.0126,,0.0247,0.0235,0.2787,6.7,197.6,527.3,1.4
SD,0.0768,0.077,0.0783,0.1569,0.0023,,0.0045,0.0366,0.0213,1.2517,15.7494,15.6137,1.2649
