,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5068,0.2521,0.5068,0.5,0.0028,,0.0056,0.0014,0.5136,1,377,357,1
0_1,0.2439,0.0007,0.2439,0.0,0.0,,,-0.0378,0.4871,0,358,376,1
0_2,0.314,0.0007,0.314,0.0,0.0,,,-0.0284,0.6272,0,461,273,1
0_3,0.2691,0.0007,0.2691,0.0,0.0,,,-0.0342,0.5374,0,395,339,1
0_4,0.5297,0.2522,0.5297,0.5,0.0031,,0.0061,0.0062,0.5592,1,410,323,1
0_5,0.6484,0.254,0.6484,0.5,0.0067,,0.0132,0.0384,0.7959,1,584,149,1
0_6,0.499,0.252,0.499,0.5,0.0027,,0.0054,-0.0002,0.498,1,365,368,1
0_7,0.7476,0.5027,0.7476,1.0,0.0054,,0.0107,0.0516,0.4966,2,363,370,0
0_8,0.7299,0.5025,0.7299,1.0,0.005,,0.01,0.0481,0.4612,2,337,396,0
0_9,0.4983,0.252,0.4983,0.5,0.0027,,0.0054,-0.0004,0.4966,1,364,369,1
0_Mean,0.4987,0.227,0.4987,0.45,0.0028,,0.008,0.0045,0.5473,0.9,401.4,332.0,0.8
0_SD,0.1797,0.1852,0.1797,0.3689,0.0024,,0.0032,0.0328,0.099,0.7378647873726218,72.90358930349954,72.92766583707753,0.4216370213557839
Mean,0.4987,0.227,0.4987,0.45,0.0028,,0.0081,0.0045,0.5473,0.9,401.4,332.0,0.8
SD,0.1797,0.1852,0.1797,0.3689,0.0024,,0.0032,0.0328,0.099,0.7379,72.9036,72.9277,0.4216
