,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6179,0.231,0.4928,0.875,0.0487,,0.0922,-0.01,0.1483,35,85,684,5
0_1,0.7354,0.2772,0.5441,0.975,0.0541,,0.1025,0.0614,0.1557,39,87,682,1
0_2,0.5591,0.2391,0.4654,0.8293,0.047,,0.0889,-0.0495,0.1384,34,78,690,7
0_3,0.5403,0.2223,0.4755,0.7805,0.0478,,0.0901,-0.0284,0.2015,32,131,637,9
0_4,0.5915,0.1887,0.4926,0.8537,0.0499,,0.0942,-0.0096,0.1681,35,101,667,6
0_5,0.6159,0.2956,0.4954,0.875,0.049,,0.0928,-0.0062,0.1535,35,89,679,5
0_6,0.6812,0.2254,0.5185,0.925,0.0515,,0.0975,0.0256,0.1522,37,86,682,3
0_7,0.6593,0.2419,0.5145,0.9,0.0511,,0.0966,0.0188,0.1671,36,99,669,4
0_8,0.5931,0.2183,0.4947,0.85,0.0489,,0.0925,-0.0067,0.1745,34,107,661,6
0_9,0.6206,0.2037,0.5191,0.925,0.0515,,0.0976,0.0264,0.1535,37,87,681,3
0_Mean,0.6214,0.2343,0.5013,0.8788,0.0499,,0.0945,0.0022,0.1613,35.4,95.0,673.2,4.9
0_SD,0.0579,0.032,0.0231,0.0554,0.0021,,0.0041,0.0315,0.0176,1.9550504398153572,15.369522511198005,15.504837954651444,2.282785822435191
Mean,0.6214,0.2343,0.5013,0.8789,0.05,,0.0945,0.0022,0.1613,35.4,95.0,673.2,4.9
SD,0.0579,0.0319,0.0231,0.0554,0.0021,,0.0041,0.0316,0.0176,1.9551,15.3695,15.5048,2.2828
