,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8113,0.0928,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,730,3,2
0_1,0.9586,0.3669,0.6626,0.3333,0.1429,,0.2,0.2134,0.9891,1,727,6,2
0_2,0.6157,0.3372,0.6626,0.3333,0.1429,,0.2,0.2134,0.9891,1,727,6,2
0_3,0.6103,0.0105,0.4973,0.0,0.0,,,-0.0047,0.9905,0,729,4,3
0_4,0.7158,0.0225,0.4973,0.0,0.0,,,-0.0047,0.9905,0,729,4,3
0_5,0.6841,0.2561,0.6223,0.25,0.2,,0.2222,0.2189,0.9905,1,728,4,3
0_6,0.985,0.4088,0.6633,0.3333,0.1667,,0.2222,0.2313,0.9905,1,727,5,2
0_7,0.75,0.4432,0.8292,0.6667,0.25,,0.3636,0.4046,0.9905,2,726,6,1
0_8,0.5118,0.0082,0.4966,0.0,0.0,,,-0.0053,0.9891,0,727,5,3
0_9,0.9859,0.1632,0.6626,0.3333,0.1429,,0.2,0.2134,0.9891,1,726,6,2
0_Mean,0.7628,0.2109,0.6258,0.2583,0.1295,,0.242,0.1766,0.9902,0.8,727.6,4.9,2.3
0_SD,0.1687,0.1727,0.1044,0.2095,0.0979,,0.0616,0.138,0.0013,0.6324555320336759,1.3498971154211057,1.1005049346146119,0.6749485577105528
Mean,0.7628,0.2109,0.6258,0.2583,0.1295,,0.242,0.1766,0.9902,0.8,727.6,4.9,2.3
SD,0.1688,0.1727,0.1044,0.2095,0.0979,,0.0616,0.138,0.0013,0.6325,1.3499,1.1005,0.6749
