,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7108,0.0876,0.6626,0.3333,0.1429,,0.2,0.2134,0.9891,1,727,6,2
0_1,0.9918,0.4523,0.9939,1.0,0.25,,0.4,0.4969,0.9878,3,724,9,0
0_2,0.709,0.193,0.8279,0.6667,0.2,,0.3077,0.3609,0.9878,2,725,8,1
0_3,0.844,0.012,0.4966,0.0,0.0,,,-0.0053,0.9891,0,728,5,3
0_4,0.8436,0.334,0.623,0.25,0.25,,0.25,0.2459,0.9918,1,729,3,3
0_5,0.8675,0.0402,0.4966,0.0,0.0,,,-0.0061,0.9878,0,727,5,4
0_6,0.8398,0.4314,0.7452,0.5,0.2222,,0.3077,0.3281,0.9878,2,725,7,2
0_7,0.7468,0.0388,0.6619,0.3333,0.125,,0.1818,0.1989,0.9878,1,725,7,2
0_8,0.6635,0.3686,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,729,3,2
0_9,0.9959,0.5593,0.9932,1.0,0.2308,,0.375,0.4771,0.9864,3,722,10,0
0_Mean,0.8213,0.2517,0.7165,0.4417,0.1671,,0.2885,0.2595,0.9889,1.4,726.1,6.3,1.9
0_SD,0.1147,0.2015,0.1766,0.3558,0.0983,,0.0769,0.1719,0.0021,1.07496769977314,2.282785822435191,2.359378449224852,1.286683937707919
Mean,0.8213,0.2517,0.7166,0.4417,0.1671,,0.2885,0.2595,0.9889,1.4,726.1,6.3,1.9
SD,0.1147,0.2015,0.1766,0.3558,0.0983,,0.0769,0.1719,0.0021,1.075,2.2828,2.3594,1.2867
