,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7461,0.3899,0.7186,0.4737,0.2368,,0.3158,0.3129,0.9521,9,766,29,10
0_1,0.7158,0.4416,0.7418,0.5263,0.2273,,0.3175,0.3229,0.9472,10,761,34,9
0_2,0.7305,0.3895,0.7205,0.4737,0.2571,,0.3333,0.3282,0.9558,9,769,26,10
0_3,0.8182,0.3561,0.7343,0.5,0.2647,,0.3462,0.3444,0.9582,9,770,25,9
0_4,0.8553,0.3066,0.7355,0.5,0.2812,,0.36,0.3565,0.9606,9,772,23,9
0_5,0.8473,0.3906,0.7873,0.6111,0.275,,0.3793,0.3909,0.9557,11,766,29,7
0_6,0.6563,0.2216,0.6194,0.2778,0.1389,,0.1852,0.1708,0.9459,5,764,31,13
0_7,0.6612,0.2837,0.699,0.4444,0.1778,,0.254,0.256,0.9422,8,758,37,10
0_8,0.7758,0.5173,0.7949,0.6111,0.3929,,0.4783,0.4758,0.9705,11,778,17,7
0_9,0.8014,0.4244,0.7405,0.5263,0.2174,,0.3077,0.3145,0.9446,10,758,36,9
0_Mean,0.7608,0.3721,0.7292,0.4944,0.2469,,0.3277,0.3273,0.9533,9.1,766.2,28.7,9.3
0_SD,0.0712,0.0847,0.0485,0.0941,0.0679,,0.0768,0.0797,0.0087,1.7288403306519922,6.338594306135847,6.2012543533994435,1.70293863659264
Mean,0.7608,0.3721,0.7292,0.4944,0.2469,,0.3277,0.3273,0.9533,9.1,766.2,28.7,9.3
SD,0.0712,0.0847,0.0485,0.094,0.0679,,0.0768,0.0797,0.0087,1.7288,6.3386,6.2013,1.7029
