,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8506,0.0884,0.6126,0.25,0.1,,0.1429,0.1437,0.9674,2,710,18,6
0_1,0.8362,0.2655,0.6779,0.375,0.1765,,0.24,0.2456,0.9742,3,714,14,5
0_2,0.7385,0.0771,0.6126,0.25,0.1,,0.1429,0.1437,0.9674,2,710,18,6
0_3,0.5616,0.0426,0.5543,0.125,0.0769,,0.0952,0.0854,0.9742,1,716,12,7
0_4,0.6921,0.3526,0.7411,0.5,0.2353,,0.32,0.3328,0.9769,4,715,13,4
0_5,0.7426,0.0969,0.7376,0.5,0.1818,,0.2667,0.2894,0.9701,4,710,18,4
0_6,0.9029,0.2849,0.7133,0.4444,0.2353,,0.3077,0.3121,0.9755,4,714,13,5
0_7,0.7751,0.0473,0.5515,0.125,0.0588,,0.08,0.0711,0.9687,1,711,16,7
0_8,0.5344,0.176,0.6106,0.25,0.087,,0.129,0.1318,0.9633,2,706,21,6
0_9,0.7815,0.274,0.6744,0.375,0.1364,,0.2,0.2124,0.9673,3,708,19,5
0_Mean,0.7416,0.1705,0.6486,0.3194,0.1388,,0.1924,0.1968,0.9705,2.6,711.4,16.2,5.5
0_SD,0.119,0.1147,0.0704,0.1403,0.0648,,0.0872,0.0949,0.0045,1.1737877907772674,3.238655413730965,3.0477678535099892,1.0801234497346435
Mean,0.7416,0.1705,0.6486,0.3194,0.1388,,0.1924,0.1968,0.9705,2.6,711.4,16.2,5.5
SD,0.119,0.1147,0.0704,0.1403,0.0648,,0.0872,0.0949,0.0044,1.1738,3.2387,3.0478,1.0801
