,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7817,0.0086,0.4932,0.0,0.0,,,-0.0075,0.9823,0,723,10,3
0_1,0.849,0.0167,0.4973,0.0,0.0,,,-0.0047,0.9905,0,729,4,3
0_2,0.4588,0.0059,0.4945,0.0,0.0,,,-0.0067,0.9851,0,725,8,3
0_3,0.6889,0.0084,0.4939,0.0,0.0,,,-0.0071,0.9837,0,724,9,3
0_4,0.6835,0.0148,0.4973,0.0,0.0,,,-0.0047,0.9905,0,729,4,3
0_5,0.6906,0.2619,0.6223,0.25,0.2,,0.2222,0.2189,0.9905,1,728,4,3
0_6,0.8272,0.0741,0.6182,0.25,0.0909,,0.1333,0.1432,0.9823,1,722,10,3
0_7,0.9062,0.168,0.8306,0.6667,0.3333,,0.4444,0.4685,0.9932,2,728,4,1
0_8,0.4595,0.3355,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,731,1,2
0_9,0.6621,0.0947,0.6639,0.3333,0.2,,0.25,0.2543,0.9918,1,728,4,2
0_Mean,0.7008,0.0989,0.5877,0.1833,0.1324,,0.29,0.146,0.9886,0.6,726.7,5.8,2.6
0_SD,0.1511,0.1187,0.1134,0.225,0.1745,,0.1291,0.184,0.0048,0.6992058987801011,2.9832867780352594,3.155242550986462,0.6992058987801011
Mean,0.7008,0.0989,0.5877,0.1833,0.1324,,0.29,0.146,0.9886,0.6,726.7,5.8,2.6
SD,0.1511,0.1187,0.1134,0.225,0.1745,,0.1291,0.184,0.0048,0.6992,2.9833,3.1552,0.6992
