,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7187,0.1694,0.6434,0.3902,0.1667,,0.2336,0.1944,0.871,16,693,80,25
0_1,0.7128,0.274,0.689,0.475,0.2021,,0.2836,0.2557,0.8819,19,698,75,21
0_2,0.7104,0.2476,0.6575,0.425,0.1667,,0.2394,0.2057,0.8672,17,688,85,23
0_3,0.7821,0.2531,0.6944,0.5,0.1887,,0.274,0.2497,0.8696,20,687,86,20
0_4,0.6931,0.1526,0.6911,0.5,0.1802,,0.2649,0.2408,0.8635,20,682,91,20
0_5,0.7212,0.2298,0.687,0.475,0.1959,,0.2774,0.2496,0.8782,19,695,78,21
0_6,0.6076,0.1449,0.5911,0.3,0.1165,,0.1678,0.1185,0.8536,12,682,91,28
0_7,0.719,0.1464,0.6323,0.35,0.175,,0.2333,0.1922,0.8868,14,707,66,26
0_8,0.7065,0.2038,0.6805,0.4634,0.1939,,0.2734,0.2427,0.8758,19,693,79,22
0_9,0.7689,0.2784,0.689,0.4634,0.2235,,0.3016,0.2703,0.8918,19,706,66,22
0_Mean,0.714,0.21,0.6655,0.4342,0.1809,,0.2549,0.222,0.8739,17.5,693.1,79.7,22.8
0_SD,0.0467,0.0534,0.0341,0.0673,0.0285,,0.0381,0.0452,0.0114,2.718251071716682,8.799621203968574,8.969702088450628,2.6997942308422114
Mean,0.714,0.21,0.6655,0.4342,0.1809,,0.2549,0.222,0.8739,17.5,693.1,79.7,22.8
SD,0.0466,0.0534,0.0341,0.0673,0.0285,,0.0381,0.0452,0.0114,2.7183,8.7996,8.9697,2.6998
