,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6139,0.1666,0.5767,0.4,0.1458,,0.2137,0.1025,0.7197,28,501,164,42
0_1,0.7072,0.2111,0.6793,0.5571,0.2281,,0.3237,0.2492,0.7782,39,533,132,31
0_2,0.6517,0.1812,0.6251,0.4638,0.1839,,0.2634,0.1717,0.7561,32,523,142,37
0_3,0.7326,0.244,0.6599,0.4928,0.2282,,0.3119,0.232,0.7956,34,550,115,35
0_4,0.6392,0.1464,0.5773,0.3714,0.1529,,0.2167,0.1076,0.7439,26,520,144,44
0_5,0.7083,0.1816,0.6096,0.4286,0.1775,,0.251,0.153,0.7561,30,525,139,40
0_6,0.665,0.2355,0.6577,0.5429,0.2011,,0.2934,0.2119,0.7507,38,513,151,32
0_7,0.6713,0.2472,0.6435,0.4857,0.2048,,0.2881,0.2014,0.7711,34,532,132,36
0_8,0.6408,0.2129,0.6337,0.4571,0.2025,,0.2807,0.1911,0.7766,32,538,126,38
0_9,0.7089,0.2202,0.6694,0.5286,0.227,,0.3176,0.2394,0.7834,37,538,126,33
0_Mean,0.6739,0.2047,0.6332,0.4728,0.1952,,0.276,0.186,0.7631,33.0,527.3,137.1,36.8
0_SD,0.0386,0.0343,0.0362,0.0611,0.0299,,0.0394,0.052,0.0222,4.268749491621899,14.032106042928836,14.059002651523883,4.289522117905443
Mean,0.6739,0.2047,0.6332,0.4728,0.1952,,0.276,0.186,0.7631,33.0,527.3,137.1,36.8
SD,0.0386,0.0343,0.0362,0.0611,0.0299,,0.0394,0.052,0.0222,4.2687,14.0321,14.059,4.2895
