,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5048,0.0157,0.5529,0.125,0.0667,,0.087,0.0776,0.9715,1,714,14,7
0_1,0.6346,0.0282,0.5549,0.125,0.0833,,0.1,0.09,0.9755,1,717,11,7
0_2,0.5306,0.0155,0.487,0.0,0.0,,,-0.0171,0.9633,0,709,19,8
0_3,0.6897,0.1427,0.7431,0.5,0.2857,,0.3636,0.3691,0.981,4,718,10,4
0_4,0.9175,0.1046,0.6564,0.3333,0.1667,,0.2222,0.2225,0.9715,3,712,15,6
0_5,0.6107,0.1072,0.657,0.3333,0.1765,,0.2308,0.2298,0.9728,3,713,14,6
0_6,0.6337,0.028,0.5397,0.1111,0.0417,,0.0606,0.0492,0.9579,1,704,23,8
0_7,0.5887,0.1398,0.5501,0.125,0.0526,,0.0741,0.0655,0.966,1,709,18,7
0_8,0.8967,0.3228,0.8015,0.625,0.2381,,0.3448,0.3755,0.9741,5,711,16,3
0_9,0.7397,0.0554,0.6765,0.375,0.1579,,0.2222,0.2308,0.9714,3,711,16,5
0_Mean,0.6747,0.096,0.6219,0.2653,0.1269,,0.1895,0.1693,0.9705,2.2,711.8,15.6,6.1
0_SD,0.1403,0.094,0.1009,0.1997,0.0925,,0.1155,0.1364,0.0066,1.6193277068654826,4.077035960378842,3.806427312965386,1.66332999331662
Mean,0.6747,0.096,0.6219,0.2653,0.1269,,0.1895,0.1693,0.9705,2.2,711.8,15.6,6.1
SD,0.1403,0.094,0.1009,0.1997,0.0925,,0.1155,0.1364,0.0066,1.6193,4.077,3.8064,1.6633
