,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8461,0.2089,0.6245,0.2727,0.1364,,0.1818,0.1773,0.9668,3,784,19,8
0_1,0.7475,0.1967,0.6712,0.3636,0.1905,,0.25,0.2494,0.9705,4,786,17,7
0_2,0.8986,0.2361,0.6669,0.3636,0.1429,,0.2051,0.2114,0.9619,4,779,24,7
0_3,0.9428,0.2712,0.7888,0.6,0.25,,0.3529,0.3761,0.9729,6,785,18,4
0_4,0.7137,0.1984,0.6882,0.4,0.1739,,0.2424,0.2502,0.9692,4,784,19,6
0_5,0.7929,0.0434,0.5388,0.1,0.0526,,0.069,0.0566,0.9668,1,785,18,9
0_6,0.7385,0.0878,0.6419,0.3,0.1875,,0.2308,0.2252,0.9754,3,790,13,7
0_7,0.9217,0.1552,0.6882,0.4,0.1739,,0.2424,0.2502,0.9692,4,784,19,6
0_8,0.8354,0.2676,0.7142,0.4545,0.1923,,0.2703,0.2813,0.9668,5,781,21,6
0_9,0.5854,0.2169,0.5834,0.1818,0.1429,,0.16,0.1482,0.9742,2,790,12,9
0_Mean,0.8023,0.1882,0.6606,0.3436,0.1643,,0.2205,0.2226,0.9694,3.6,784.8,18.0,6.9
0_SD,0.1097,0.0738,0.0695,0.1405,0.0513,,0.0748,0.0847,0.0041,1.429840705968481,3.425395354310701,3.496029493900505,1.5238839267549946
Mean,0.8023,0.1882,0.6606,0.3436,0.1643,,0.2205,0.2226,0.9694,3.6,784.8,18.0,6.9
SD,0.1097,0.0738,0.0695,0.1405,0.0513,,0.0748,0.0847,0.0041,1.4298,3.4254,3.496,1.5239
