,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7688,0.1713,0.7234,0.5312,0.2048,,0.2957,0.2869,0.9004,17,715,66,15
0_1,0.8325,0.18,0.7527,0.5938,0.2159,,0.3167,0.3163,0.8991,19,712,69,13
0_2,0.7671,0.2162,0.7014,0.4848,0.2,,0.2832,0.2669,0.9004,16,716,64,17
0_3,0.816,0.255,0.7304,0.5455,0.2143,,0.3077,0.2988,0.9004,18,714,66,15
0_4,0.8375,0.2289,0.7253,0.5455,0.1957,,0.288,0.2807,0.8905,18,706,74,15
0_5,0.729,0.1462,0.6762,0.4242,0.2,,0.2718,0.2479,0.9077,14,724,56,19
0_6,0.7937,0.1636,0.6563,0.4062,0.1512,,0.2203,0.1977,0.8867,13,707,73,19
0_7,0.8234,0.1589,0.6803,0.4375,0.1892,,0.2642,0.2438,0.9039,14,720,60,18
0_8,0.8308,0.2388,0.7638,0.625,0.2083,,0.3125,0.3179,0.8916,20,704,76,12
0_9,0.838,0.2755,0.7364,0.5625,0.2045,,0.3,0.2959,0.8966,18,710,70,14
0_Mean,0.8037,0.2034,0.7146,0.5156,0.1984,,0.286,0.2753,0.8977,16.7,712.8,67.4,15.7
0_SD,0.0375,0.0451,0.035,0.0743,0.0185,,0.0287,0.0372,0.0064,2.359378449224852,6.321040701937898,6.310485101972924,2.4517567397911058
Mean,0.8037,0.2034,0.7146,0.5156,0.1984,,0.286,0.2753,0.8977,16.7,712.8,67.4,15.7
SD,0.0375,0.0451,0.035,0.0743,0.0184,,0.0287,0.0372,0.0064,2.3594,6.321,6.3105,2.4518
