,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9005,0.0137,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_1,0.9796,0.0592,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_2,0.9598,0.0327,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_3,1.0,1.0,0.9986,1.0,0.5,,0.6667,0.7061,0.9973,2,732,2,0
0_4,0.5204,0.0178,0.4973,0.0,0.0,,,-0.0039,0.9918,0,730,4,2
0_5,0.4884,0.011,0.4966,0.0,0.0,,,-0.0043,0.9905,0,729,5,2
0_6,0.6635,0.0044,0.4959,0.0,0.0,,,-0.0047,0.9891,0,728,6,2
0_7,1.0,1.0,0.998,1.0,0.25,,0.4,0.499,0.9959,1,731,3,0
0_8,0.9973,0.1667,0.9986,1.0,0.3333,,0.5,0.5766,0.9973,1,732,2,0
0_9,0.9768,0.0278,0.4952,0.0,0.0,,,-0.0036,0.9891,0,727,7,1
0_Mean,0.8486,0.2333,0.6474,0.3,0.1083,,0.5222,0.1755,0.9931,0.4,730.2,3.8,1.3
0_SD,0.2077,0.4068,0.2422,0.483,0.1845,,0.1347,0.2929,0.003,0.6992058987801011,1.6865480854231356,1.6865480854231356,0.9486832980505138
Mean,0.8486,0.2333,0.6474,0.3,0.1083,,0.5222,0.1755,0.9931,0.4,730.2,3.8,1.3
SD,0.2077,0.4068,0.2422,0.483,0.1845,,0.1347,0.2929,0.003,0.6992,1.6865,1.6865,0.9487
