,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6083,0.0097,0.4993,0.0,0.0,,,-0.0019,0.9959,0,733,1,2
0_1,0.6737,0.0849,0.7473,0.5,0.2,,0.2857,0.3134,0.9932,1,730,4,1
0_2,0.5593,0.0159,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_3,0.1322,0.0008,0.4966,0.0,0.0,,,-0.0031,0.9918,0,729,5,1
0_4,1.0,1.0,0.9993,1.0,0.5,,0.6667,0.7066,0.9986,1,733,1,0
0_5,0.4401,0.0012,0.4973,0.0,0.0,,,-0.0027,0.9932,0,730,4,1
0_6,0.3608,0.0022,0.4952,0.0,0.0,,,-0.0051,0.9878,0,726,7,2
0_7,0.7251,0.0085,0.4973,0.0,0.0,,,-0.0039,0.9918,0,729,4,2
0_8,0.8936,0.5048,0.7473,0.5,0.2,,0.2857,0.3134,0.9932,1,729,4,1
0_9,0.8847,0.0121,0.4945,0.0,0.0,,,-0.0055,0.9864,0,725,8,2
0_Mean,0.6278,0.164,0.5972,0.2,0.09,,0.4127,0.1308,0.9925,0.3,729.5,4.1,1.4
0_SD,0.2675,0.3323,0.1755,0.3496,0.1663,,0.2199,0.2415,0.0035,0.4830458915396479,2.592724864350674,2.2335820757001272,0.6992058987801011
Mean,0.6278,0.164,0.5972,0.2,0.09,,0.4127,0.1308,0.9925,0.3,729.5,4.1,1.4
SD,0.2675,0.3323,0.1755,0.3496,0.1663,,0.22,0.2415,0.0035,0.483,2.5927,2.2336,0.6992
