,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6893,0.5451,0.1053,0.1429,0.1212,0.1046,0.9642
0_1,0.7065,0.6008,0.2105,0.3636,0.2667,0.2637,0.9729
0_2,0.7047,0.6021,0.2105,0.4444,0.2857,0.2949,0.9753
0_3,0.6602,0.5758,0.1579,0.375,0.2222,0.232,0.9741
0_4,0.6279,0.5419,0.1053,0.1053,0.1053,0.0838,0.9581
0_5,0.5829,0.6259,0.2632,0.3571,0.303,0.2924,0.9716
0_6,0.6057,0.5739,0.1579,0.2727,0.2,0.1933,0.9704
0_7,0.6741,0.572,0.1579,0.2143,0.1818,0.1672,0.9667
0_8,0.7344,0.5693,0.15,0.25,0.1875,0.1781,0.9679
0_9,0.6036,0.6046,0.2105,0.8,0.3333,0.4044,0.9802
0_Mean,0.6589,0.5811,0.1729,0.3325,0.2207,0.2214,0.9702
0_SD,0.0515,0.0269,0.0503,0.1962,0.0761,0.0966,0.0063
Mean,0.6589,0.5811,0.1729,0.3325,0.2207,0.2214,0.9701
SD,0.0515,0.0269,0.0503,0.1962,0.0761,0.0966,0.0062
