,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9543,0.0532,0.4959,0.0,0.0,,,-0.0058,0.9877,0,724,6,3
0_1,0.8297,0.4011,0.6632,0.3333,0.1667,,0.2222,0.2313,0.9905,1,725,5,2
0_2,0.8589,0.4444,0.8313,0.6667,0.4,,0.5,0.5139,0.9945,2,727,3,1
0_3,0.9612,0.6762,0.8306,0.6667,0.3333,,0.4444,0.4685,0.9932,2,726,4,1
0_4,0.9863,0.1486,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,727,3,2
0_5,0.8032,0.0361,0.4986,0.0,0.0,,,-0.0039,0.9918,0,727,2,4
0_6,0.8645,0.0775,0.4952,0.0,0.0,,,-0.0073,0.985,0,722,7,4
0_7,0.868,0.0859,0.6236,0.25,0.3333,,0.2857,0.2853,0.9932,1,727,2,3
0_8,0.7467,0.0175,0.4959,0.0,0.0,,,-0.0058,0.9877,0,723,6,3
0_9,0.6584,0.0081,0.4938,0.0,0.0,,,-0.0072,0.9836,0,720,9,3
0_Mean,0.8531,0.1948,0.6093,0.225,0.1483,,0.3476,0.1754,0.99,0.7,724.8,4.7,2.6
0_SD,0.1013,0.2299,0.1369,0.2723,0.1675,,0.1183,0.2088,0.0038,0.8232726023485646,2.485513584307633,2.3118054512532935,1.07496769977314
Mean,0.8531,0.1949,0.6093,0.225,0.1483,,0.3476,0.1754,0.99,0.7,724.8,4.7,2.6
SD,0.1013,0.2299,0.1369,0.2723,0.1675,,0.1183,0.2088,0.0038,0.8233,2.4855,2.3118,1.075
