,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6,0.65,0.6375,0.9,0.6429,,0.75,0.3287,0.6667,9,3,5,1
0_1,0.575,0.5366,0.55,0.6,0.6,,0.6,0.1,0.5556,6,4,4,4
0_2,0.5455,0.6972,0.5065,0.7273,0.6154,,0.6667,0.0141,0.5556,8,2,5,3
0_3,0.6883,0.8191,0.6948,0.8182,0.75,,0.7826,0.4029,0.7222,9,4,3,2
0_4,0.8286,0.8392,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_5,0.7286,0.7715,0.6357,0.7,0.7,,0.7,0.2714,0.6471,7,4,3,3
0_6,0.3929,0.4862,0.5429,0.8,0.6154,,0.6957,0.0994,0.5882,8,2,5,2
0_7,0.8571,0.8528,0.7143,1.0,0.7143,,0.8333,0.5533,0.7647,10,3,4,0
0_8,0.4571,0.5101,0.5143,0.6,0.6,,0.6,0.0286,0.5294,6,3,4,4
0_9,0.5,0.5592,0.4714,0.8,0.5714,,0.6667,-0.0738,0.5294,8,1,6,2
0_Mean,0.6173,0.6722,0.5953,0.7745,0.6537,,0.7057,0.2107,0.6265,7.9,3.0,4.2,2.3
0_SD,0.1551,0.1434,0.0883,0.1243,0.0633,,0.0766,0.2052,0.0863,1.286683937707919,1.0540925533894598,1.0327955589886444,1.2516655570345725
Mean,0.6173,0.6722,0.5953,0.7745,0.6537,,0.7057,0.2107,0.6265,7.9,3.0,4.2,2.3
SD,0.1551,0.1434,0.0883,0.1243,0.0633,,0.0766,0.2052,0.0863,1.2867,1.0541,1.0328,1.2517
