,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9087,0.0474,0.4993,0.0,0.0,,,-0.0019,0.9959,0,733,1,2
0_1,0.8532,0.0868,0.748,0.5,0.25,,0.3333,0.3511,0.9946,1,731,3,1
0_2,0.9176,0.0168,0.4973,0.0,0.0,,,-0.0039,0.9918,0,730,4,2
0_3,0.9973,0.2875,0.7493,0.5,0.5,,0.5,0.4986,0.9973,1,733,1,1
0_4,0.8338,0.0172,0.4966,0.0,0.0,,,-0.0043,0.9905,0,729,5,2
0_5,0.9441,0.023,0.4959,0.0,0.0,,,-0.0047,0.9891,0,728,6,2
0_6,0.7452,0.0074,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_7,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1,734,0,0
0_8,0.9986,0.25,0.4993,0.0,0.0,,,-0.0014,0.9973,0,733,1,1
0_9,0.9482,0.0128,0.4966,0.0,0.0,,,-0.0031,0.9918,0,729,5,1
0_Mean,0.9147,0.1749,0.598,0.2,0.175,,0.6111,0.1827,0.9942,0.3,731.1,2.9,1.4
0_SD,0.0831,0.3074,0.1756,0.3496,0.3344,,0.3469,0.3396,0.0035,0.4830458915396479,2.0789954839350235,2.0789954839350235,0.6992058987801011
Mean,0.9147,0.1749,0.598,0.2,0.175,,0.6111,0.1827,0.9942,0.3,731.1,2.9,1.4
SD,0.0832,0.3074,0.1756,0.3496,0.3344,,0.347,0.3396,0.0035,0.483,2.079,2.079,0.6992
