,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7128,0.0895,0.6147,0.25,0.1176,,0.16,0.1583,0.9714,2,710,15,6
0_1,0.7634,0.1332,0.8001,0.625,0.2174,,0.3226,0.3577,0.9714,5,707,18,3
0_2,0.7964,0.0417,0.5501,0.125,0.0526,,0.0741,0.0655,0.9659,1,707,18,7
0_3,0.8274,0.149,0.6813,0.375,0.25,,0.3,0.2969,0.9809,3,716,9,5
0_4,0.7899,0.0893,0.6001,0.2222,0.1111,,0.1481,0.1424,0.9686,2,708,16,7
0_5,0.7455,0.05,0.5515,0.125,0.0588,,0.08,0.071,0.9686,1,708,16,7
0_6,0.7011,0.096,0.6146,0.25,0.1176,,0.16,0.1583,0.9713,2,709,15,6
0_7,0.7411,0.0867,0.6153,0.25,0.125,,0.1667,0.164,0.9727,2,710,14,6
0_8,0.7069,0.4495,0.7424,0.5,0.2667,,0.3478,0.3558,0.9795,4,713,11,4
0_9,0.7901,0.2479,0.6771,0.375,0.1667,,0.2308,0.2378,0.9727,3,709,15,5
0_Mean,0.7575,0.1433,0.6447,0.3097,0.1484,,0.199,0.2008,0.9723,2.5,709.7,14.7,5.6
0_SD,0.0431,0.1225,0.0805,0.1601,0.0749,,0.0972,0.1069,0.0047,1.2692955176439846,2.8303906287138374,2.8303906287138374,1.3498971154211057
Mean,0.7575,0.1433,0.6447,0.3097,0.1484,,0.199,0.2008,0.9723,2.5,709.7,14.7,5.6
SD,0.0431,0.1225,0.0805,0.1601,0.0749,,0.0972,0.1069,0.0047,1.2693,2.8304,2.8304,1.3499
