,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9115,0.6375,0.8052,0.6154,0.6667,,0.64,0.6349,0.9889,8,794,4,5
0_1,0.9228,0.6588,0.8046,0.6154,0.6154,,0.6154,0.6091,0.9877,8,793,5,5
0_2,0.8681,0.6287,0.7885,0.5833,0.5833,,0.5833,0.5771,0.9877,7,793,5,5
0_3,0.8997,0.6893,0.8719,0.75,0.6429,,0.6923,0.6894,0.9901,9,793,5,3
0_4,0.7695,0.6152,0.8071,0.6154,0.8889,,0.7273,0.7362,0.9926,8,796,1,5
0_5,0.9044,0.7639,0.8821,0.7692,0.7143,,0.7407,0.7369,0.9914,10,793,4,3
0_6,0.7873,0.476,0.7655,0.5385,0.5385,,0.5385,0.5309,0.9852,7,791,6,6
0_7,0.7362,0.5183,0.7276,0.4615,0.5455,,0.5,0.4943,0.9852,6,792,5,7
0_8,0.9017,0.5886,0.7661,0.5385,0.5833,,0.56,0.5536,0.9864,7,792,5,6
0_9,0.8341,0.668,0.8058,0.6154,0.7273,,0.6667,0.6641,0.9901,8,794,3,5
0_Mean,0.8535,0.6244,0.8024,0.6103,0.6506,,0.6264,0.6227,0.9885,7.8,793.1,4.3,5.0
0_SD,0.0675,0.0827,0.0468,0.0931,0.1059,,0.0813,0.0845,0.0025,1.1352924243950933,1.3703203194062978,1.4181364924121764,1.247219128924647
Mean,0.8535,0.6244,0.8024,0.6103,0.6506,,0.6264,0.6227,0.9885,7.8,793.1,4.3,5.0
SD,0.0675,0.0827,0.0468,0.0931,0.1059,,0.0813,0.0845,0.0025,1.1353,1.3703,1.4181,1.2472
