,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7255,0.0268,0.6516,0.3333,0.0435,,0.0769,0.111,0.9673,1,709,22,2
0_1,0.9052,0.116,0.8128,0.6667,0.0625,,0.1143,0.1955,0.9578,2,701,30,1
0_2,0.9804,0.0947,0.9761,1.0,0.0789,,0.1463,0.2742,0.9523,3,696,35,0
0_3,0.7041,0.0162,0.6448,0.3333,0.0303,,0.0556,0.0892,0.9537,1,699,32,2
0_4,0.902,0.0195,0.485,0.0,0.0,,,-0.0113,0.9659,0,709,22,3
0_5,0.9348,0.0284,0.6441,0.3333,0.0294,,0.0541,0.0875,0.9523,1,698,33,2
0_6,0.5603,0.0293,0.6154,0.25,0.0667,,0.1053,0.1201,0.9768,1,716,14,3
0_7,0.7976,0.0378,0.614,0.25,0.0588,,0.0952,0.1116,0.9741,1,714,16,3
0_8,0.799,0.0602,0.7267,0.5,0.0556,,0.1,0.1546,0.951,2,696,34,2
0_9,0.6676,0.0165,0.6509,0.3333,0.0417,,0.0741,0.1083,0.9659,1,707,23,2
0_Mean,0.7976,0.0445,0.6821,0.4,0.0467,,0.0913,0.1241,0.9617,1.3,704.5,26.1,2.0
0_SD,0.1341,0.0349,0.1326,0.2716,0.0228,,0.0296,0.0746,0.0096,0.8232726023485646,7.442371187255369,7.680422442085389,0.9428090415820634
Mean,0.7977,0.0445,0.6821,0.4,0.0467,,0.0913,0.1241,0.9617,1.3,704.5,26.1,2.0
SD,0.1341,0.0349,0.1326,0.2716,0.0228,,0.0296,0.0746,0.0095,0.8233,7.4424,7.6804,0.9428
