,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7158,0.1234,0.6724,0.6939,0.1137,,0.1954,0.1704,0.6535,34,494,265,15
0_1,0.6607,0.1128,0.6138,0.6122,0.0932,,0.1617,0.1109,0.6151,30,467,292,19
0_2,0.7091,0.1496,0.6722,0.7292,0.107,,0.1867,0.1659,0.6221,35,467,292,13
0_3,0.6769,0.1429,0.6151,0.5833,0.0946,,0.1628,0.113,0.6431,28,491,268,20
0_4,0.6284,0.0868,0.6092,0.5833,0.0918,,0.1586,0.1065,0.632,28,482,277,20
0_5,0.6842,0.1486,0.6387,0.6042,0.1047,,0.1785,0.1382,0.6691,29,511,248,19
0_6,0.6866,0.115,0.6714,0.75,0.1043,,0.1832,0.1639,0.6022,36,450,309,12
0_7,0.7369,0.1346,0.684,0.6939,0.121,,0.2061,0.1845,0.6753,34,511,247,15
0_8,0.7732,0.1498,0.684,0.7347,0.1146,,0.1983,0.1802,0.6394,36,480,278,13
0_9,0.7019,0.1461,0.6402,0.6735,0.0997,,0.1737,0.1361,0.6109,33,460,298,16
0_Mean,0.6974,0.131,0.6501,0.6658,0.1045,,0.1805,0.147,0.6363,32.3,481.3,277.4,16.2
0_SD,0.0403,0.0211,0.0302,0.0648,0.0099,,0.0164,0.0298,0.0246,3.2335051500740737,20.720628476097062,20.76428557777887,3.0840089349921005
Mean,0.6974,0.131,0.6501,0.6658,0.1045,,0.1805,0.147,0.6363,32.3,481.3,277.4,16.2
SD,0.0403,0.0211,0.0302,0.0648,0.0099,,0.0165,0.0298,0.0246,3.2335,20.7206,20.7643,3.084
