,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.625,0.5645,0.7625,0.9,0.75,,0.8182,0.5534,0.7778,9,5,3,1
0_1,0.3125,0.4316,0.325,0.4,0.4,,0.4,-0.35,0.3333,4,2,6,6
0_2,0.45,0.6215,0.425,0.6,0.5,,0.5455,-0.1581,0.4444,6,2,6,4
0_3,0.7922,0.8832,0.5779,0.7273,0.6667,,0.6957,0.1612,0.6111,8,3,4,3
0_4,0.8961,0.9417,0.7922,0.7273,0.8889,,0.8,0.5698,0.7778,8,6,1,3
0_5,0.7714,0.8358,0.7571,0.8,0.8,,0.8,0.5143,0.7647,8,5,2,2
0_6,0.5429,0.654,0.4714,0.8,0.5714,,0.6667,-0.0738,0.5294,8,1,6,2
0_7,0.4286,0.5876,0.4643,0.5,0.5556,,0.5263,-0.0704,0.4706,5,3,4,5
0_8,0.7143,0.7918,0.6357,0.7,0.7,,0.7,0.2714,0.6471,7,4,3,3
0_9,0.4714,0.5598,0.3714,0.6,0.5,,0.5455,-0.2777,0.4118,6,1,6,4
0_Mean,0.6004,0.6871,0.5583,0.6755,0.6333,,0.6498,0.114,0.5768,6.9,3.2,4.1,3.3
0_SD,0.1892,0.1661,0.1719,0.1511,0.1535,,0.1406,0.3496,0.1632,1.5951314818673865,1.7511900715418263,1.8529256146249728,1.4944341180973264
Mean,0.6004,0.6872,0.5582,0.6755,0.6333,,0.6498,0.114,0.5768,6.9,3.2,4.1,3.3
SD,0.1892,0.1661,0.1719,0.1511,0.1535,,0.1406,0.3496,0.1632,1.5951,1.7512,1.8529,1.4944
