,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.827,0.0911,0.7439,0.6364,0.0556,,0.1022,0.1557,0.8485,7,682,119,4
0_1,0.8185,0.0524,0.6763,0.5,0.0407,,0.0752,0.1085,0.8483,5,683,118,5
0_2,0.7211,0.0372,0.6245,0.4,0.032,,0.0593,0.0761,0.8434,4,680,121,6
0_3,0.8589,0.0901,0.7238,0.6,0.0469,,0.087,0.1355,0.8446,6,679,122,4
0_4,0.6833,0.0413,0.7207,0.6,0.0451,,0.0839,0.1316,0.8385,6,674,127,4
0_5,0.6276,0.0183,0.6639,0.5,0.035,,0.0654,0.0949,0.8237,5,663,138,5
0_6,0.6051,0.0179,0.5639,0.2727,0.0252,,0.0462,0.0418,0.8471,3,684,116,8
0_7,0.7222,0.0574,0.7034,0.5455,0.0513,,0.0937,0.1339,0.857,6,689,111,5
0_8,0.7118,0.033,0.6479,0.4545,0.0379,,0.0699,0.0927,0.836,5,673,127,6
0_9,0.7609,0.0386,0.6952,0.5455,0.0462,,0.0851,0.1231,0.8409,6,676,124,5
0_Mean,0.7336,0.0477,0.6763,0.5055,0.0416,,0.0768,0.1094,0.8428,5.3,678.3,122.3,5.2
0_SD,0.0839,0.0258,0.0539,0.1086,0.0092,,0.0169,0.0338,0.0089,1.1595018087284057,7.242620765686656,7.394442357458592,1.2292725943057183
Mean,0.7336,0.0477,0.6764,0.5055,0.0416,,0.0768,0.1094,0.8428,5.3,678.3,122.3,5.2
SD,0.0839,0.0258,0.0539,0.1086,0.0093,,0.0169,0.0338,0.0089,1.1595,7.2426,7.3944,1.2293
