,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8426,0.0092,0.4905,0.0,0.0,,,-0.0073,0.9783,0,720,14,2
0_1,0.9346,0.019,0.4952,0.0,0.0,,,-0.0051,0.9878,0,727,7,2
0_2,0.6948,0.0022,0.4905,0.0,0.0,,,-0.0051,0.9796,0,720,14,1
0_3,0.9455,0.0122,0.4932,0.0,0.0,,,-0.0043,0.985,0,724,10,1
0_4,0.9891,0.0556,0.9877,1.0,0.0526,,0.1,0.2266,0.9755,1,716,18,0
0_5,0.9836,0.0956,0.7405,0.5,0.0667,,0.1176,0.1772,0.9796,1,719,14,1
0_6,0.8513,0.0244,0.7398,0.5,0.0625,,0.1111,0.1712,0.9782,1,718,15,1
0_7,0.6317,0.0034,0.4898,0.0,0.0,,,-0.0075,0.9769,0,718,15,2
0_8,0.9147,0.0292,0.7418,0.5,0.0769,,0.1333,0.1911,0.9823,1,721,12,1
0_9,0.8158,0.0149,0.4939,0.0,0.0,,,-0.0058,0.985,0,724,9,2
0_Mean,0.8604,0.0266,0.6163,0.25,0.0259,,0.1155,0.0731,0.9808,0.4,720.7,12.8,1.3
0_SD,0.12,0.0288,0.1754,0.3536,0.0339,,0.0139,0.1029,0.004,0.5163977794943223,3.3681514877517675,3.2930904093942583,0.674948557710553
Mean,0.8604,0.0266,0.6163,0.25,0.0259,,0.1155,0.0731,0.9808,0.4,720.7,12.8,1.3
SD,0.12,0.0288,0.1754,0.3536,0.0339,,0.0139,0.1029,0.004,0.5164,3.3682,3.2931,0.6749
