,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7113,0.151,0.6501,0.5238,0.0647,,0.1152,0.1187,0.7691,11,552,159,10
0_1,0.8707,0.1575,0.7796,0.8095,0.0872,,0.1574,0.2111,0.7514,17,533,178,4
0_2,0.7065,0.0899,0.6558,0.5455,0.0674,,0.12,0.124,0.7596,12,544,166,10
0_3,0.8572,0.1583,0.7601,0.7273,0.0982,,0.173,0.2135,0.791,16,563,147,6
0_4,0.8016,0.214,0.7104,0.6364,0.0838,,0.1481,0.1712,0.7801,14,557,153,8
0_5,0.7242,0.1487,0.76,0.7143,0.098,,0.1724,0.2135,0.803,15,572,138,6
0_6,0.7205,0.0881,0.706,0.619,0.0812,,0.1436,0.1664,0.788,13,563,147,8
0_7,0.7381,0.0829,0.7038,0.6667,0.0707,,0.1279,0.1532,0.7387,14,526,184,7
0_8,0.7653,0.1339,0.6947,0.619,0.0739,,0.132,0.1522,0.7661,13,547,163,8
0_9,0.7263,0.0555,0.6358,0.5238,0.0579,,0.1043,0.1035,0.7415,11,531,179,10
0_Mean,0.7622,0.128,0.7056,0.6385,0.0783,,0.1394,0.1627,0.7688,13.6,548.8,161.4,7.7
0_SD,0.0607,0.0477,0.0494,0.0939,0.0137,,0.0236,0.0405,0.0216,2.0110804171997807,15.389751279486113,15.486194568783585,2.0027758514399734
Mean,0.7622,0.128,0.7056,0.6385,0.0783,,0.1394,0.1627,0.7688,13.6,548.8,161.4,7.7
SD,0.0606,0.0477,0.0494,0.0939,0.0137,,0.0236,0.0405,0.0216,2.0111,15.3898,15.4862,2.0028
