,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6635,0.0891,0.6626,0.3333,0.1429,,0.2,0.2134,0.9891,1,727,6,2
0_1,0.9318,0.0723,0.6633,0.3333,0.1667,,0.2222,0.2314,0.9905,1,728,5,2
0_2,0.8236,0.2799,0.8313,0.6667,0.4,,0.5,0.5139,0.9946,2,730,3,1
0_3,0.5939,0.0064,0.4952,0.0,0.0,,,-0.0063,0.9864,0,726,7,3
0_4,0.7148,0.263,0.6236,0.25,0.3333,,0.2857,0.2853,0.9932,1,730,2,3
0_5,0.9467,0.0784,0.6195,0.25,0.1111,,0.1538,0.1599,0.9851,1,724,8,3
0_6,0.7814,0.1847,0.7425,0.5,0.1538,,0.2353,0.2707,0.9823,2,721,11,2
0_7,0.8429,0.0911,0.6633,0.3333,0.1667,,0.2222,0.2313,0.9905,1,727,5,2
0_8,0.8962,0.5314,0.8299,0.6667,0.2857,,0.4,0.4331,0.9918,2,727,5,1
0_9,0.995,0.2787,0.8306,0.6667,0.3333,,0.4444,0.4685,0.9932,2,728,4,1
0_Mean,0.819,0.1875,0.6962,0.4,0.2094,,0.296,0.2801,0.9897,1.3,726.8,5.6,2.0
0_SD,0.1307,0.1556,0.1111,0.2215,0.1236,,0.1217,0.1561,0.004,0.6749485577105528,2.6997942308422123,2.590581230363393,0.816496580927726
Mean,0.819,0.1875,0.6962,0.4,0.2094,,0.296,0.2801,0.9897,1.3,726.8,5.6,2.0
SD,0.1307,0.1556,0.1111,0.2215,0.1236,,0.1217,0.1561,0.004,0.6749,2.6998,2.5906,0.8165
