,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.696,0.5531,0.1579,0.0682,0.0952,0.0709,0.9297
0_1,0.7138,0.595,0.2632,0.0794,0.122,0.1073,0.9112
0_2,0.6686,0.6495,0.3684,0.1129,0.1728,0.1702,0.9174
0_3,0.6178,0.6495,0.3684,0.1129,0.1728,0.1702,0.9174
0_4,0.6688,0.5449,0.1579,0.0526,0.0789,0.0531,0.9137
0_5,0.5572,0.5975,0.2632,0.0847,0.1282,0.1135,0.9162
0_6,0.6631,0.6947,0.45,0.1579,0.2338,0.2362,0.9273
0_7,0.7163,0.6764,0.4211,0.129,0.1975,0.2008,0.9198
0_8,0.7237,0.6589,0.3684,0.1489,0.2121,0.2058,0.9358
0_9,0.6556,0.6231,0.3158,0.0984,0.15,0.1412,0.916
0_Mean,0.6681,0.6242,0.3134,0.1045,0.1563,0.1469,0.9204
0_SD,0.0509,0.0507,0.1015,0.0344,0.0506,0.0603,0.0079
Mean,0.6681,0.6243,0.3134,0.1045,0.1563,0.1469,0.9204
SD,0.0509,0.0507,0.1015,0.0344,0.0507,0.0603,0.0079
