,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8421,0.3284,0.7312,0.5,0.2105,,0.2963,0.3042,0.9532,8,766,30,8
0_1,0.5575,0.0578,0.5925,0.2353,0.0909,,0.1311,0.117,0.9347,4,755,40,13
0_2,0.7605,0.228,0.7152,0.4706,0.2,,0.2807,0.2847,0.9495,8,763,32,9
0_3,0.8121,0.22,0.6889,0.4118,0.2059,,0.2745,0.27,0.9544,7,768,27,10
0_4,0.7341,0.3979,0.7721,0.5882,0.2222,,0.3226,0.3405,0.9483,10,760,35,7
0_5,0.8627,0.3133,0.7752,0.5882,0.25,,0.3509,0.3642,0.9544,10,765,30,7
0_6,0.6423,0.1155,0.6099,0.25,0.1429,,0.1818,0.1674,0.9556,4,771,24,12
0_7,0.7433,0.0862,0.6112,0.25,0.1538,,0.1905,0.1755,0.9581,4,773,22,12
0_8,0.759,0.2123,0.7037,0.4375,0.2258,,0.2979,0.2954,0.9593,7,771,24,9
0_9,0.8266,0.4296,0.7955,0.625,0.2703,,0.3774,0.3939,0.9593,10,768,27,6
0_Mean,0.754,0.2389,0.6995,0.4357,0.1972,,0.2704,0.2713,0.9527,7.2,766.0,29.1,9.3
0_SD,0.0942,0.1281,0.0737,0.1481,0.0537,,0.0787,0.0907,0.0073,2.485513584307633,5.517648452415616,5.526702854726717,2.406010991015812
Mean,0.754,0.2389,0.6995,0.4357,0.1972,,0.2704,0.2713,0.9527,7.2,766.0,29.1,9.3
SD,0.0942,0.1281,0.0737,0.1481,0.0537,,0.0788,0.0907,0.0073,2.4855,5.5176,5.5267,2.406
