,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7768,0.4374,0.8,0.6316,0.3243,,0.4286,0.435,0.9606,12,769,25,7
0_1,0.8601,0.5187,0.7512,0.5263,0.3448,,0.4167,0.4092,0.9656,10,775,19,9
0_2,0.7935,0.4248,0.7468,0.5263,0.2778,,0.3636,0.3625,0.9569,10,768,26,9
0_3,0.7863,0.212,0.7399,0.5263,0.2128,,0.303,0.3105,0.9434,10,757,37,9
0_4,0.7935,0.4321,0.7633,0.5556,0.303,,0.3922,0.3926,0.9618,10,771,23,8
0_5,0.851,0.5473,0.7949,0.6111,0.3929,,0.4783,0.4758,0.9704,11,777,17,7
0_6,0.7319,0.1706,0.5966,0.2222,0.1481,,0.1778,0.1587,0.9544,4,771,23,14
0_7,0.7552,0.2427,0.6175,0.2778,0.1282,,0.1754,0.1618,0.9421,5,760,34,13
0_8,0.7489,0.4097,0.7027,0.4444,0.2051,,0.2807,0.2791,0.9495,8,763,31,10
0_9,0.8688,0.5171,0.841,0.7222,0.2889,,0.4127,0.4388,0.9544,13,762,32,5
0_Mean,0.7966,0.3912,0.7354,0.5044,0.2626,,0.3429,0.3424,0.9559,9.3,767.3,26.7,9.1
0_SD,0.0482,0.1352,0.0777,0.1541,0.0863,,0.1052,0.1128,0.0092,2.869378562220979,6.583649781424013,6.583649781424013,2.7264140062238043
Mean,0.7966,0.3912,0.7354,0.5044,0.2626,,0.3429,0.3424,0.9559,9.3,767.3,26.7,9.1
SD,0.0482,0.1352,0.0777,0.1541,0.0863,,0.1052,0.1128,0.0092,2.8694,6.5836,6.5836,2.7264
