,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.65,0.7365,0.5875,0.8,0.6154,,0.6957,0.1941,0.6111,8,3,5,2
0_1,0.3,0.4228,0.425,0.6,0.5,,0.5455,-0.1581,0.4444,6,2,6,4
0_2,0.6875,0.7828,0.6,0.7,0.6364,,0.6667,0.2039,0.6111,7,4,4,3
0_3,0.8182,0.8908,0.6948,0.8182,0.75,,0.7826,0.4029,0.7222,9,4,3,2
0_4,0.8571,0.8947,0.7662,0.8182,0.8182,,0.8182,0.5325,0.7778,9,5,2,2
0_5,0.7714,0.7777,0.7571,0.8,0.8,,0.8,0.5143,0.7647,8,5,2,2
0_6,0.4857,0.6866,0.4214,0.7,0.5385,,0.6087,-0.1823,0.4706,7,1,6,3
0_7,0.6143,0.7885,0.3929,0.5,0.5,,0.5,-0.2143,0.4118,5,2,5,5
0_8,0.5714,0.5722,0.5643,0.7,0.6364,,0.6667,0.1324,0.5882,7,3,4,3
0_9,0.6286,0.6792,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_Mean,0.6384,0.7232,0.5895,0.7236,0.6522,,0.6846,0.1808,0.6108,7.4,3.3,4.0,2.8
0_SD,0.1645,0.1433,0.1392,0.1066,0.1182,,0.1089,0.285,0.1335,1.2649110640673518,1.3374935098492586,1.4907119849998598,1.0327955589886446
Mean,0.6384,0.7232,0.5895,0.7236,0.6522,,0.6846,0.1808,0.6108,7.4,3.3,4.0,2.8
SD,0.1644,0.1433,0.1392,0.1066,0.1182,,0.1089,0.285,0.1335,1.2649,1.3375,1.4907,1.0328
