,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5171,0.0041,0.4982,0.0,0.0,,,-0.0037,0.9926,0,808,3,3
0_1,0.8615,0.6691,0.8321,0.6667,0.5,,0.5714,0.5756,0.9963,2,809,2,1
0_2,0.6449,0.0864,0.6648,0.3333,0.25,,0.2857,0.2856,0.9939,1,808,3,2
0_3,0.6609,0.0053,0.4957,0.0,0.0,,,-0.0046,0.9889,0,804,7,2
0_4,0.9797,0.5216,0.7463,0.5,0.1429,,0.2222,0.2641,0.9914,1,805,6,1
0_5,0.7761,0.0881,0.6654,0.3333,0.3333,,0.3333,0.3309,0.9951,1,808,2,2
0_6,0.9453,0.6728,0.8315,0.6667,0.4,,0.5,0.5142,0.9951,2,807,3,1
0_7,0.7284,0.35,0.6648,0.3333,0.25,,0.2857,0.2856,0.9938,1,807,3,2
0_8,0.8556,0.3936,0.6648,0.3333,0.25,,0.2857,0.2856,0.9938,1,807,3,2
0_9,0.9173,0.3481,0.6648,0.3333,0.25,,0.2857,0.2856,0.9938,1,807,3,2
0_Mean,0.7887,0.3139,0.6728,0.35,0.2376,,0.3462,0.2819,0.9935,1.0,807.0,3.5,1.8
0_SD,0.1498,0.2584,0.1146,0.2284,0.1588,,0.1222,0.1846,0.0021,0.6666666666666666,1.4907119849998598,1.6499158227686108,0.6324555320336759
Mean,0.7887,0.3139,0.6728,0.35,0.2376,,0.3462,0.2819,0.9935,1.0,807.0,3.5,1.8
SD,0.1498,0.2584,0.1146,0.2284,0.1588,,0.1222,0.1846,0.0021,0.6667,1.4907,1.6499,0.6325
