,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6635,0.1623,0.6065,0.5429,0.1484,,0.2331,0.1314,0.658,38,443,218,32
0_1,0.6548,0.1603,0.6012,0.5429,0.1445,,0.2282,0.1241,0.6484,38,436,225,32
0_2,0.7172,0.2376,0.6727,0.6571,0.1825,,0.2857,0.2139,0.6854,46,455,206,24
0_3,0.6586,0.2019,0.6079,0.5652,0.1444,,0.2301,0.1307,0.6425,39,430,231,30
0_4,0.7163,0.2759,0.649,0.6232,0.1667,,0.263,0.1823,0.6699,43,446,215,26
0_5,0.6324,0.1448,0.5947,0.5,0.1458,,0.2258,0.1187,0.6712,35,455,205,35
0_6,0.6883,0.1751,0.6303,0.6,0.1579,,0.25,0.1594,0.6548,42,436,224,28
0_7,0.6557,0.1682,0.6049,0.5143,0.1519,,0.2345,0.1319,0.6781,36,459,201,34
0_8,0.6732,0.1683,0.6438,0.6286,0.1636,,0.2596,0.1756,0.6562,44,435,225,26
0_9,0.6311,0.1557,0.5753,0.5143,0.1304,,0.2081,0.0915,0.6247,36,420,240,34
0_Mean,0.6691,0.185,0.6186,0.5688,0.1536,,0.2418,0.146,0.6589,39.7,441.5,219.0,30.1
0_SD,0.0303,0.0416,0.0295,0.0551,0.0146,,0.0226,0.0363,0.018,3.802046232695699,12.429802894656053,12.418624006798105,3.9001424475410014
Mean,0.6691,0.185,0.6186,0.5689,0.1536,,0.2418,0.146,0.6589,39.7,441.5,219.0,30.1
SD,0.0303,0.0416,0.0295,0.0551,0.0146,,0.0226,0.0362,0.018,3.802,12.4298,12.4186,3.9001
