,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6545,0.1332,0.6244,0.4286,0.1329,,0.2029,0.1497,0.7965,21,625,137,28
0_1,0.6521,0.1435,0.6175,0.4082,0.1316,,0.199,0.1434,0.8015,20,630,132,29
0_2,0.7017,0.1487,0.6667,0.4792,0.1716,,0.2527,0.2119,0.8321,23,651,111,25
0_3,0.6522,0.1175,0.6243,0.4167,0.1351,,0.2041,0.1519,0.8074,20,634,128,28
0_4,0.6201,0.1161,0.5736,0.3125,0.1064,,0.1587,0.0916,0.8037,15,636,126,33
0_5,0.6878,0.1429,0.6185,0.3958,0.1357,,0.2021,0.148,0.8148,19,641,121,29
0_6,0.7052,0.1987,0.6836,0.5208,0.1761,,0.2632,0.2281,0.8272,25,645,117,23
0_7,0.7212,0.1802,0.698,0.551,0.1862,,0.2784,0.2462,0.8272,27,643,118,22
0_8,0.6406,0.1643,0.6256,0.4286,0.1346,,0.2049,0.1518,0.7988,21,626,135,28
0_9,0.6759,0.2079,0.6661,0.4898,0.1667,,0.2487,0.2071,0.821,24,641,120,25
0_Mean,0.6711,0.1553,0.6398,0.4431,0.1477,,0.2215,0.173,0.813,21.5,637.2,124.5,27.0
0_SD,0.0324,0.0319,0.0376,0.069,0.0256,,0.0372,0.0479,0.0132,3.4075080500434787,8.508818954473059,8.501633829904566,3.265986323710904
Mean,0.6711,0.1553,0.6398,0.4431,0.1477,,0.2215,0.173,0.813,21.5,637.2,124.5,27.0
SD,0.0324,0.0319,0.0376,0.069,0.0256,,0.0372,0.0479,0.0132,3.4075,8.5088,8.5016,3.266
