,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7735,0.5403,0.7816,0.6452,0.2381,,0.3478,0.3544,0.9076,20,717,64,11
0_1,0.6481,0.2862,0.621,0.3226,0.137,,0.1923,0.1621,0.8966,10,718,63,21
0_2,0.7529,0.4919,0.7222,0.5161,0.2222,,0.3107,0.2996,0.9126,16,725,56,15
0_3,0.8325,0.5896,0.7744,0.6129,0.2754,,0.38,0.3772,0.9236,19,731,50,12
0_4,0.7343,0.4362,0.7506,0.5806,0.225,,0.3243,0.3223,0.9076,18,719,62,13
0_5,0.7536,0.4106,0.7254,0.5161,0.2388,,0.3265,0.314,0.9187,16,730,51,15
0_6,0.7942,0.5136,0.7474,0.5806,0.2118,,0.3103,0.3097,0.9015,18,714,67,13
0_7,0.592,0.2863,0.6609,0.3871,0.1905,,0.2553,0.2305,0.9138,12,730,51,19
0_8,0.7094,0.41,0.7197,0.5161,0.2105,,0.2991,0.289,0.9076,16,721,60,15
0_9,0.7498,0.3783,0.6808,0.4333,0.1884,,0.2626,0.2446,0.91,13,725,56,17
0_Mean,0.734,0.4343,0.7184,0.5111,0.2138,,0.3009,0.2903,0.91,15.8,723.0,58.0,15.1
0_SD,0.0699,0.1017,0.0509,0.1028,0.037,,0.0529,0.0631,0.0078,3.22490309931942,6.073622386096199,6.073622386096199,3.142893217686178
Mean,0.734,0.4343,0.7184,0.5111,0.2138,,0.3009,0.2903,0.91,15.8,723.0,58.0,15.1
SD,0.0699,0.1017,0.0509,0.1028,0.037,,0.0529,0.0631,0.0078,3.2249,6.0736,6.0736,3.1429
