,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8759,0.3156,0.8499,0.7273,0.2667,,0.3902,0.4289,0.9693,8,781,22,3
0_1,0.7188,0.3133,0.7425,0.5,0.2941,,0.3704,0.3737,0.9791,5,791,12,5
0_2,0.8654,0.4443,0.69,0.4,0.2,,0.2667,0.2704,0.9729,4,787,16,6
0_3,0.8945,0.3991,0.7344,0.5,0.1667,,0.25,0.2741,0.9631,5,778,25,5
0_4,0.7305,0.2829,0.7382,0.5,0.2083,,0.2941,0.3102,0.9705,5,784,19,5
0_5,0.7071,0.181,0.74,0.5,0.2381,,0.3226,0.3336,0.9742,5,787,16,5
0_6,0.8114,0.2272,0.5778,0.1818,0.087,,0.1176,0.1084,0.9631,2,781,21,9
0_7,0.7754,0.3455,0.7603,0.5455,0.2308,,0.3243,0.3418,0.9692,6,782,20,5
0_8,0.8019,0.2799,0.7154,0.4545,0.2083,,0.2857,0.2941,0.9692,5,783,19,6
0_9,0.6831,0.0959,0.6233,0.2727,0.125,,0.1714,0.1683,0.9643,3,781,21,8
0_Mean,0.7864,0.2885,0.7172,0.4582,0.2025,,0.2793,0.2903,0.9695,4.8,783.5,19.1,5.7
0_SD,0.0757,0.102,0.0748,0.1495,0.0626,,0.084,0.0941,0.0051,1.6193277068654823,3.8369548110737792,3.665151201974256,1.70293863659264
Mean,0.7864,0.2885,0.7172,0.4582,0.2025,,0.2793,0.2903,0.9695,4.8,783.5,19.1,5.7
SD,0.0757,0.102,0.0748,0.1495,0.0626,,0.084,0.0941,0.0051,1.6193,3.837,3.6652,1.7029
