,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6811,0.0146,0.4963,0.0,0.0,,,-0.0068,0.9865,0,803,6,5
0_1,0.8368,0.4095,0.6963,0.4,0.25,,0.3077,0.3109,0.9889,2,803,6,3
0_2,0.6168,0.0175,0.4944,0.0,0.0,,,-0.0074,0.984,0,800,9,4
0_3,0.8777,0.2931,0.695,0.4,0.2,,0.2667,0.2767,0.9865,2,800,8,3
0_4,0.6891,0.0517,0.5969,0.2,0.1667,,0.1818,0.177,0.9889,1,803,5,4
0_5,0.779,0.0382,0.5938,0.2,0.0909,,0.125,0.127,0.9828,1,798,10,4
0_6,0.8785,0.2693,0.6938,0.4,0.1667,,0.2353,0.2513,0.984,2,798,10,3
0_7,0.8364,0.1676,0.6988,0.4,0.5,,0.4444,0.4442,0.9938,2,806,2,3
0_8,0.8131,0.2734,0.6913,0.4,0.125,,0.1905,0.2154,0.9791,2,794,14,3
0_9,0.7589,0.0207,0.495,0.0,0.0,,,-0.0078,0.984,0,800,8,5
0_Mean,0.7767,0.1555,0.6152,0.24,0.1499,,0.2502,0.178,0.9859,1.2,800.5,7.8,3.7
0_SD,0.0893,0.1461,0.0918,0.1838,0.1517,,0.1044,0.153,0.0041,0.9189365834726815,3.4075080500434787,3.2930904093942583,0.8232726023485646
Mean,0.7767,0.1556,0.6152,0.24,0.1499,,0.2502,0.1781,0.9859,1.2,800.5,7.8,3.7
SD,0.0893,0.1461,0.0918,0.1838,0.1517,,0.1044,0.153,0.0041,0.9189,3.4075,3.2931,0.8233
