,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6278,0.58,0.2353,0.0625,0.0988,0.085,0.9102
0_1,0.6911,0.5894,0.2353,0.0816,0.1212,0.1075,0.9287
0_2,0.7152,0.5619,0.1765,0.0667,0.0968,0.0774,0.9311
0_3,0.6281,0.5518,0.1765,0.0492,0.0769,0.0563,0.9114
0_4,0.5287,0.6188,0.2941,0.1,0.1493,0.1415,0.9298
0_5,0.5819,0.5931,0.2353,0.093,0.1333,0.1191,0.936
0_6,0.6334,0.6219,0.2941,0.1111,0.1613,0.1526,0.936
0_7,0.5725,0.5912,0.2353,0.087,0.127,0.113,0.9323
0_8,0.5974,0.5599,0.1765,0.0625,0.0923,0.0728,0.9273
0_9,0.6402,0.5824,0.2353,0.0667,0.1039,0.0902,0.915
0_Mean,0.6216,0.585,0.2294,0.078,0.1161,0.1015,0.9258
0_SD,0.0551,0.0234,0.0434,0.0196,0.0269,0.0308,0.0098
Mean,0.6216,0.585,0.2294,0.078,0.1161,0.1015,0.9258
SD,0.0551,0.0234,0.0434,0.0196,0.0269,0.0308,0.0098
