,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7891,0.6897,0.4286,0.2045,0.2769,0.2665,0.9359
0_1,0.7195,0.5557,0.1818,0.0741,0.1053,0.0728,0.9072
0_2,0.7872,0.6914,0.4545,0.1639,0.241,0.2365,0.9141
0_3,0.8091,0.6624,0.4091,0.1304,0.1978,0.1897,0.9004
0_4,0.813,0.6763,0.4286,0.1429,0.2143,0.2099,0.9098
0_5,0.7984,0.6798,0.4286,0.1552,0.2278,0.2223,0.9167
0_6,0.6699,0.6126,0.2857,0.1224,0.1714,0.1504,0.9208
0_7,0.7248,0.6483,0.381,0.1176,0.1798,0.1705,0.9003
0_8,0.7133,0.6553,0.381,0.1379,0.2025,0.192,0.9139
0_9,0.7793,0.5957,0.2857,0.0822,0.1277,0.1067,0.888
0_Mean,0.7604,0.6467,0.3665,0.1331,0.1944,0.1817,0.9107
0_SD,0.0492,0.0449,0.0874,0.0381,0.0513,0.059,0.0131
Mean,0.7604,0.6467,0.3665,0.1331,0.1944,0.1817,0.9107
SD,0.0493,0.045,0.0874,0.0381,0.0513,0.0591,0.0131
