,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6375,0.4875,0.6,0.5455,0.5714,-0.0255,0.5
0_1,0.5,0.45,0.4,0.5,0.4444,-0.1,0.4444
0_2,0.6364,0.6753,0.6364,0.7778,0.7,0.3419,0.6667
0_3,0.6494,0.5325,0.6364,0.6364,0.6364,0.0649,0.5556
0_4,0.7857,0.6143,0.8,0.6667,0.7273,0.2469,0.6471
0_5,0.6857,0.6857,0.8,0.7273,0.7619,0.3825,0.7059
0_6,0.4929,0.4714,0.8,0.5714,0.6667,-0.0738,0.5294
0_7,0.5286,0.4929,0.7,0.5833,0.6364,-0.0154,0.5294
0_8,0.5286,0.5357,0.5,0.625,0.5556,0.0704,0.5294
0_9,0.4286,0.4714,0.8,0.5714,0.6667,-0.0738,0.5294
0_Mean,0.5873,0.5417,0.6673,0.6205,0.6367,0.0818,0.5637
0_SD,0.1088,0.0867,0.1404,0.0849,0.0928,0.1789,0.0822
Mean,0.5873,0.5417,0.6673,0.6205,0.6367,0.0818,0.5637
SD,0.1088,0.0867,0.1404,0.0849,0.0928,0.1789,0.0822
