,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7708,0.6042,0.875,0.6364,0.7368,0.2513,0.6429
0_1,0.9583,0.875,0.75,1.0,0.8571,0.75,0.8571
0_2,0.6458,0.625,0.75,0.6667,0.7059,0.2582,0.6429
0_3,0.9583,0.7917,0.75,0.8571,0.8,0.5774,0.7857
0_4,0.7917,0.7708,0.875,0.7778,0.8235,0.5594,0.7857
0_5,0.6458,0.6875,0.875,0.7,0.7778,0.4108,0.7143
0_6,0.6875,0.6042,0.875,0.6364,0.7368,0.2513,0.6429
0_7,0.7083,0.6458,0.625,0.7143,0.6667,0.2887,0.6429
0_8,0.5556,0.5333,0.6667,0.6667,0.6667,0.0667,0.5714
0_9,0.675,0.7,1.0,0.7273,0.8421,0.5394,0.7692
0_Mean,0.7397,0.6838,0.8042,0.7383,0.7613,0.3953,0.7055
0_SD,0.1328,0.1034,0.1146,0.1142,0.0696,0.2072,0.0905
Mean,0.7397,0.6838,0.8042,0.7383,0.7613,0.3953,0.7055
SD,0.1328,0.1034,0.1146,0.1142,0.0695,0.2072,0.0905
