,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8204,0.8305,0.6923,0.2647,0.383,0.4142,0.9642
0_1,0.8376,0.7952,0.6154,0.2857,0.3902,0.4061,0.9692
0_2,0.8226,0.8195,0.6667,0.2667,0.381,0.4088,0.9679
0_3,0.9074,0.8612,0.75,0.2903,0.4186,0.4549,0.9691
0_4,0.7362,0.7989,0.6154,0.3636,0.4571,0.4622,0.9765
0_5,0.8743,0.8758,0.7692,0.4167,0.5405,0.5571,0.979
0_6,0.7891,0.7188,0.4615,0.24,0.3158,0.318,0.9679
0_7,0.8165,0.7623,0.5385,0.3889,0.4516,0.4473,0.979
0_8,0.7079,0.7914,0.6154,0.2353,0.3404,0.3652,0.9617
0_9,0.7645,0.8374,0.6923,0.3913,0.5,0.5105,0.9778
0_Mean,0.8077,0.8091,0.6417,0.3143,0.4178,0.4344,0.9712
0_SD,0.0606,0.0465,0.0936,0.0685,0.0701,0.0686,0.0063
Mean,0.8076,0.8091,0.6417,0.3143,0.4178,0.4344,0.9712
SD,0.0606,0.0465,0.0936,0.0685,0.0701,0.0686,0.0063
